instances\map1\map1_10_243.txt,300,
instances\map1\map1_10_244.txt,320,
instances\map1\map1_10_245.txt,280,
instances\map1\map1_10_246.txt,340,
instances\map1\map1_10_247.txt,300,
instances\map1\map1_10_248.txt,290,
instances\map1\map1_10_249.txt,250,
instances\map1\map1_10_25.txt,300,
instances\map1\map1_10_250.txt,300,
instances\map1\map1_10_251.txt,360,
instances\map1\map1_10_252.txt,320,
instances\map1\map1_10_253.txt,270,
instances\map1\map1_10_254.txt,350,
instances\map1\map1_10_255.txt,340,
instances\map1\map1_10_256.txt,99999,
instances\map1\map1_10_257.txt,410,
instances\map1\map1_10_258.txt,290,
instances\map1\map1_10_259.txt,300,
instances\map1\map1_10_26.txt,300,
instances\map1\map1_10_260.txt,320,
instances\map1\map1_10_261.txt,260,
instances\map1\map1_10_262.txt,99999,
instances\map1\map1_10_263.txt,640,
instances\map1\map1_10_264.txt,280,
instances\map1\map1_10_265.txt,310,
instances\map1\map1_10_266.txt,310,
instances\map1\map1_10_267.txt,330,
instances\map1\map1_10_268.txt,330,
instances\map1\map1_10_269.txt,320,
instances\map1\map1_10_27.txt,270,
instances\map1\map1_10_270.txt,99999,
instances\map1\map1_10_271.txt,270,
instances\map1\map1_10_272.txt,280,
instances\map1\map1_10_273.txt,99999,
instances\map1\map1_10_274.txt,300,
instances\map1\map1_10_275.txt,99999,
instances\map1\map1_10_276.txt,340,
instances\map1\map1_10_277.txt,400,
instances\map1\map1_10_278.txt,450,
instances\map1\map1_10_279.txt,99999,
instances\map1\map1_10_28.txt,300,
instances\map1\map1_10_280.txt,350,
instances\map1\map1_10_281.txt,390,
instances\map1\map1_10_282.txt,280,
instances\map1\map1_10_283.txt,310,
instances\map1\map1_10_284.txt,320,
instances\map1\map1_10_285.txt,320,
instances\map1\map1_10_286.txt,350,
instances\map1\map1_10_287.txt,350,
instances\map1\map1_10_288.txt,290,
instances\map1\map1_10_289.txt,340,
instances\map1\map1_10_29.txt,440,
instances\map1\map1_10_290.txt,280,
instances\map1\map1_10_291.txt,300,
instances\map1\map1_10_292.txt,350,
instances\map1\map1_10_293.txt,300,
instances\map1\map1_10_294.txt,340,
instances\map1\map1_10_295.txt,270,
instances\map1\map1_10_296.txt,350,
instances\map1\map1_10_297.txt,450,
instances\map1\map1_10_298.txt,310,
instances\map1\map1_10_299.txt,410,
instances\map1\map1_10_3.txt,410,
instances\map1\map1_10_30.txt,290,
instances\map1\map1_10_300.txt,270,
instances\map1\map1_10_301.txt,280,
instances\map1\map1_10_302.txt,280,
instances\map1\map1_10_303.txt,280,
instances\map1\map1_10_304.txt,300,
instances\map1\map1_10_305.txt,280,
instances\map1\map1_10_306.txt,290,
instances\map1\map1_10_307.txt,250,
instances\map1\map1_10_308.txt,450,
instances\map1\map1_10_309.txt,320,
instances\map1\map1_10_31.txt,320,
instances\map1\map1_10_310.txt,320,
instances\map1\map1_10_311.txt,99999,
instances\map1\map1_10_312.txt,280,
instances\map1\map1_10_313.txt,99999,
instances\map1\map1_10_314.txt,270,
instances\map1\map1_10_315.txt,310,
instances\map1\map1_10_316.txt,270,
instances\map1\map1_10_317.txt,270,
instances\map1\map1_10_318.txt,330,
instances\map1\map1_10_319.txt,290,
instances\map1\map1_10_32.txt,400,
instances\map1\map1_10_320.txt,260,
instances\map1\map1_10_321.txt,290,
instances\map1\map1_10_322.txt,530,
instances\map1\map1_10_323.txt,330,
instances\map1\map1_10_324.txt,290,
instances\map1\map1_10_325.txt,270,
instances\map1\map1_10_326.txt,290,
instances\map1\map1_10_327.txt,340,
instances\map1\map1_10_328.txt,330,
instances\map1\map1_10_329.txt,270,
instances\map1\map1_10_33.txt,300,
instances\map1\map1_10_330.txt,300,
instances\map1\map1_10_331.txt,99999,
instances\map1\map1_10_332.txt,260,
instances\map1\map1_10_333.txt,290,
instances\map1\map1_10_334.txt,99999,
instances\map1\map1_10_335.txt,300,
instances\map1\map1_10_336.txt,300,
instances\map1\map1_10_337.txt,270,
instances\map1\map1_10_338.txt,320,
instances\map1\map1_10_339.txt,340,
instances\map1\map1_10_34.txt,240,
instances\map1\map1_10_340.txt,300,
instances\map1\map1_10_341.txt,350,
instances\map1\map1_10_342.txt,1010,
instances\map1\map1_10_343.txt,260,
instances\map1\map1_10_344.txt,99999,
instances\map1\map1_10_345.txt,320,
instances\map1\map1_10_346.txt,300,
instances\map1\map1_10_347.txt,770,
instances\map1\map1_10_348.txt,310,
instances\map1\map1_10_349.txt,300,
instances\map1\map1_10_35.txt,250,
instances\map1\map1_10_350.txt,290,
instances\map1\map1_10_351.txt,99999,
instances\map1\map1_10_352.txt,330,
instances\map1\map1_10_353.txt,330,
instances\map1\map1_10_354.txt,270,
instances\map1\map1_10_355.txt,260,
instances\map1\map1_10_356.txt,320,
instances\map1\map1_10_357.txt,250,
instances\map1\map1_10_358.txt,350,
instances\map1\map1_10_359.txt,410,
instances\map1\map1_10_36.txt,270,
instances\map1\map1_10_360.txt,350,
instances\map1\map1_10_361.txt,350,
instances\map1\map1_10_362.txt,470,
instances\map1\map1_10_363.txt,370,
instances\map1\map1_10_364.txt,330,
instances\map1\map1_10_365.txt,330,
instances\map1\map1_10_366.txt,280,
instances\map1\map1_10_367.txt,270,
instances\map1\map1_10_368.txt,380,
instances\map1\map1_10_369.txt,280,
instances\map1\map1_10_37.txt,290,
instances\map1\map1_10_370.txt,310,
instances\map1\map1_10_371.txt,330,
instances\map1\map1_10_372.txt,280,
instances\map1\map1_10_373.txt,300,
instances\map1\map1_10_374.txt,290,
instances\map1\map1_10_375.txt,99999,
instances\map1\map1_10_376.txt,260,
instances\map1\map1_10_377.txt,300,
instances\map1\map1_10_378.txt,330,
instances\map1\map1_10_379.txt,330,
instances\map1\map1_10_38.txt,330,
instances\map1\map1_10_380.txt,270,
instances\map1\map1_10_381.txt,350,
instances\map1\map1_10_382.txt,360,
instances\map1\map1_10_383.txt,350,
instances\map1\map1_10_384.txt,320,
instances\map1\map1_10_385.txt,300,
instances\map1\map1_10_386.txt,280,
instances\map1\map1_10_387.txt,340,
instances\map1\map1_10_388.txt,460,
instances\map1\map1_10_389.txt,320,
instances\map1\map1_10_39.txt,250,
instances\map1\map1_10_390.txt,310,
instances\map1\map1_10_391.txt,250,
instances\map1\map1_10_392.txt,280,
instances\map1\map1_10_393.txt,270,
instances\map1\map1_10_394.txt,350,
instances\map1\map1_10_395.txt,320,
instances\map1\map1_10_396.txt,99999,
instances\map1\map1_10_397.txt,280,
instances\map1\map1_10_398.txt,290,
instances\map1\map1_10_399.txt,310,
instances\map1\map1_10_4.txt,260,
instances\map1\map1_10_40.txt,320,
instances\map1\map1_10_400.txt,330,
instances\map1\map1_10_401.txt,290,
instances\map1\map1_10_402.txt,280,
instances\map1\map1_10_403.txt,280,
instances\map1\map1_10_404.txt,840,
instances\map1\map1_10_405.txt,320,
instances\map1\map1_10_406.txt,350,
instances\map1\map1_10_407.txt,300,
instances\map1\map1_10_408.txt,420,
instances\map1\map1_10_409.txt,320,
instances\map1\map1_10_41.txt,320,
instances\map1\map1_10_410.txt,320,
instances\map1\map1_10_411.txt,260,
instances\map1\map1_10_412.txt,370,
instances\map1\map1_10_413.txt,310,
instances\map1\map1_10_414.txt,270,
instances\map1\map1_10_415.txt,370,
instances\map1\map1_10_416.txt,420,
instances\map1\map1_10_417.txt,290,
instances\map1\map1_10_418.txt,99999,
instances\map1\map1_10_419.txt,260,
instances\map1\map1_10_42.txt,600,
instances\map1\map1_10_420.txt,310,
instances\map1\map1_10_421.txt,290,
instances\map1\map1_10_422.txt,320,
instances\map1\map1_10_423.txt,330,
instances\map1\map1_10_424.txt,350,
instances\map1\map1_10_425.txt,300,
instances\map1\map1_10_426.txt,330,
instances\map1\map1_10_427.txt,320,
instances\map1\map1_10_428.txt,300,
instances\map1\map1_10_429.txt,380,
instances\map1\map1_10_43.txt,380,
instances\map1\map1_10_430.txt,280,
instances\map1\map1_10_431.txt,330,
instances\map1\map1_10_432.txt,99999,
instances\map1\map1_10_433.txt,320,
instances\map1\map1_10_434.txt,320,
instances\map1\map1_10_435.txt,300,
instances\map1\map1_10_436.txt,310,
instances\map1\map1_10_437.txt,250,
instances\map1\map1_10_438.txt,290,
instances\map1\map1_10_439.txt,290,
instances\map1\map1_10_44.txt,360,
instances\map1\map1_10_440.txt,270,
instances\map1\map1_10_441.txt,300,
instances\map1\map1_10_442.txt,360,
instances\map1\map1_10_443.txt,260,
instances\map1\map1_10_444.txt,310,
instances\map1\map1_10_445.txt,310,
instances\map1\map1_10_446.txt,330,
instances\map1\map1_10_447.txt,320,
instances\map1\map1_10_448.txt,290,
instances\map1\map1_10_449.txt,280,
instances\map1\map1_10_45.txt,400,
instances\map1\map1_10_450.txt,320,
instances\map1\map1_10_451.txt,340,
instances\map1\map1_10_452.txt,330,
instances\map1\map1_10_453.txt,240,
instances\map1\map1_10_454.txt,280,
instances\map1\map1_10_455.txt,230,
instances\map1\map1_10_456.txt,290,
instances\map1\map1_10_457.txt,330,
instances\map1\map1_10_458.txt,270,
instances\map1\map1_10_459.txt,280,
instances\map1\map1_10_46.txt,630,
instances\map1\map1_10_460.txt,370,
instances\map1\map1_10_461.txt,290,
instances\map1\map1_10_462.txt,290,
instances\map1\map1_10_463.txt,290,
instances\map1\map1_10_464.txt,340,
instances\map1\map1_10_465.txt,290,
instances\map1\map1_10_466.txt,470,
instances\map1\map1_10_467.txt,290,
instances\map1\map1_10_468.txt,280,
instances\map1\map1_10_469.txt,240,
instances\map1\map1_10_47.txt,370,
instances\map1\map1_10_470.txt,310,
instances\map1\map1_10_471.txt,99999,
instances\map1\map1_10_472.txt,290,
instances\map1\map1_10_473.txt,310,
instances\map1\map1_10_474.txt,310,
instances\map1\map1_10_475.txt,300,
instances\map1\map1_10_476.txt,260,
instances\map1\map1_10_477.txt,300,
instances\map1\map1_10_478.txt,290,
instances\map1\map1_10_479.txt,620,
instances\map1\map1_10_48.txt,280,
instances\map1\map1_10_480.txt,320,
instances\map1\map1_10_481.txt,280,
instances\map1\map1_10_482.txt,390,
instances\map1\map1_10_483.txt,300,
instances\map1\map1_10_484.txt,280,
instances\map1\map1_10_485.txt,310,
instances\map1\map1_10_486.txt,290,
instances\map1\map1_10_487.txt,280,
instances\map1\map1_10_488.txt,330,
instances\map1\map1_10_489.txt,860,
instances\map1\map1_10_49.txt,650,
instances\map1\map1_10_490.txt,370,
instances\map1\map1_10_491.txt,300,
instances\map1\map1_10_492.txt,1020,
instances\map1\map1_10_493.txt,270,
instances\map1\map1_10_494.txt,260,
instances\map1\map1_10_495.txt,300,
instances\map1\map1_10_496.txt,340,
instances\map1\map1_10_497.txt,410,
instances\map1\map1_10_498.txt,99999,
instances\map1\map1_10_499.txt,500,
instances\map1\map1_10_5.txt,280,
instances\map1\map1_10_50.txt,290,
instances\map1\map1_10_500.txt,270,
instances\map1\map1_10_501.txt,280,
instances\map1\map1_10_502.txt,300,
instances\map1\map1_10_503.txt,340,
instances\map1\map1_10_504.txt,360,
instances\map1\map1_10_505.txt,330,
instances\map1\map1_10_506.txt,270,
instances\map1\map1_10_507.txt,280,
instances\map1\map1_10_508.txt,310,
instances\map1\map1_10_509.txt,620,
instances\map1\map1_10_51.txt,290,
instances\map1\map1_10_510.txt,280,
instances\map1\map1_10_511.txt,280,
instances\map1\map1_10_512.txt,340,
instances\map1\map1_10_513.txt,410,
instances\map1\map1_10_514.txt,280,
instances\map1\map1_10_515.txt,310,
instances\map1\map1_10_516.txt,280,
instances\map1\map1_10_517.txt,430,
instances\map1\map1_10_518.txt,320,
instances\map1\map1_10_519.txt,280,
instances\map1\map1_10_52.txt,300,
instances\map1\map1_10_520.txt,280,
instances\map1\map1_10_521.txt,270,
instances\map1\map1_10_522.txt,350,
instances\map1\map1_10_523.txt,250,
instances\map1\map1_10_524.txt,360,
instances\map1\map1_10_525.txt,260,
instances\map1\map1_10_526.txt,660,
instances\map1\map1_10_527.txt,300,
instances\map1\map1_10_528.txt,280,
instances\map1\map1_10_529.txt,260,
instances\map1\map1_10_53.txt,280,
instances\map1\map1_10_530.txt,540,
instances\map1\map1_10_531.txt,290,
instances\map1\map1_10_532.txt,360,
instances\map1\map1_10_533.txt,320,
instances\map1\map1_10_534.txt,270,
instances\map1\map1_10_535.txt,770,
instances\map1\map1_10_536.txt,380,
instances\map1\map1_10_537.txt,310,
instances\map1\map1_10_538.txt,380,
instances\map1\map1_10_539.txt,290,
instances\map1\map1_10_54.txt,290,
instances\map1\map1_10_540.txt,260,
instances\map1\map1_10_541.txt,260,
instances\map1\map1_10_542.txt,320,
instances\map1\map1_10_543.txt,270,
instances\map1\map1_10_544.txt,280,
instances\map1\map1_10_545.txt,350,
instances\map1\map1_10_546.txt,99999,
instances\map1\map1_10_547.txt,380,
instances\map1\map1_10_548.txt,370,
instances\map1\map1_10_549.txt,510,
instances\map1\map1_10_55.txt,280,
instances\map1\map1_10_550.txt,280,
instances\map1\map1_10_551.txt,290,
instances\map1\map1_10_552.txt,560,
instances\map1\map1_10_553.txt,310,
instances\map1\map1_10_554.txt,270,
instances\map1\map1_10_555.txt,290,
instances\map1\map1_10_556.txt,330,
instances\map1\map1_10_557.txt,330,
instances\map1\map1_10_558.txt,99999,
instances\map1\map1_10_559.txt,350,
instances\map1\map1_10_56.txt,300,
instances\map1\map1_10_560.txt,260,
instances\map1\map1_10_561.txt,280,
instances\map1\map1_10_562.txt,330,
instances\map1\map1_10_563.txt,300,
instances\map1\map1_10_564.txt,390,
instances\map1\map1_10_565.txt,310,
instances\map1\map1_10_566.txt,330,
instances\map1\map1_10_567.txt,310,
instances\map1\map1_10_568.txt,270,
instances\map1\map1_10_569.txt,99999,
instances\map1\map1_10_57.txt,280,
instances\map1\map1_10_570.txt,260,
instances\map1\map1_10_571.txt,930,
instances\map1\map1_10_572.txt,310,
instances\map1\map1_10_573.txt,470,
instances\map1\map1_10_574.txt,270,
instances\map1\map1_10_575.txt,290,
instances\map1\map1_10_576.txt,320,
instances\map1\map1_10_577.txt,330,
instances\map1\map1_10_578.txt,370,
instances\map1\map1_10_579.txt,270,
instances\map1\map1_10_58.txt,320,
instances\map1\map1_10_580.txt,300,
instances\map1\map1_10_581.txt,99999,
instances\map1\map1_10_582.txt,300,
instances\map1\map1_10_583.txt,300,
instances\map1\map1_10_584.txt,340,
instances\map1\map1_10_585.txt,370,
instances\map1\map1_10_586.txt,99999,
instances\map1\map1_10_587.txt,99999,
instances\map1\map1_10_588.txt,320,
instances\map1\map1_10_589.txt,300,
instances\map1\map1_10_59.txt,99999,
instances\map1\map1_10_590.txt,430,
instances\map1\map1_10_591.txt,290,
instances\map1\map1_10_592.txt,320,
instances\map1\map1_10_593.txt,530,
instances\map1\map1_10_594.txt,360,
instances\map1\map1_10_595.txt,260,
instances\map1\map1_10_596.txt,300,
instances\map1\map1_10_597.txt,260,
instances\map1\map1_10_598.txt,320,
instances\map1\map1_10_599.txt,380,
instances\map1\map1_10_6.txt,390,
instances\map1\map1_10_60.txt,370,
instances\map1\map1_10_600.txt,260,
instances\map1\map1_10_601.txt,280,
instances\map1\map1_10_602.txt,310,
instances\map1\map1_10_603.txt,280,
instances\map1\map1_10_604.txt,280,
instances\map1\map1_10_605.txt,250,
instances\map1\map1_10_606.txt,260,
instances\map1\map1_10_607.txt,320,
instances\map1\map1_10_608.txt,340,
instances\map1\map1_10_609.txt,370,
instances\map1\map1_10_61.txt,280,
instances\map1\map1_10_610.txt,300,
instances\map1\map1_10_611.txt,350,
instances\map1\map1_10_612.txt,99999,
instances\map1\map1_10_613.txt,300,
instances\map1\map1_10_614.txt,340,
instances\map1\map1_10_615.txt,280,
instances\map1\map1_10_616.txt,350,
instances\map1\map1_10_617.txt,99999,
instances\map1\map1_10_618.txt,99999,
instances\map1\map1_10_619.txt,650,
instances\map1\map1_10_62.txt,270,
instances\map1\map1_10_620.txt,290,
instances\map1\map1_10_621.txt,99999,
instances\map1\map1_10_622.txt,350,
instances\map1\map1_10_623.txt,350,
instances\map1\map1_10_624.txt,310,
instances\map1\map1_10_625.txt,99999,
instances\map1\map1_10_626.txt,320,
instances\map1\map1_10_627.txt,280,
instances\map1\map1_10_628.txt,300,
instances\map1\map1_10_629.txt,300,
instances\map1\map1_10_63.txt,290,
instances\map1\map1_10_630.txt,410,
instances\map1\map1_10_631.txt,340,
instances\map1\map1_10_632.txt,390,
instances\map1\map1_10_633.txt,270,
instances\map1\map1_10_634.txt,280,
instances\map1\map1_10_635.txt,350,
instances\map1\map1_10_636.txt,330,
instances\map1\map1_10_637.txt,280,
instances\map1\map1_10_638.txt,360,
instances\map1\map1_10_639.txt,320,
instances\map1\map1_10_64.txt,330,
instances\map1\map1_10_640.txt,390,
instances\map1\map1_10_641.txt,530,
instances\map1\map1_10_642.txt,300,
instances\map1\map1_10_643.txt,330,
instances\map1\map1_10_644.txt,490,
instances\map1\map1_10_645.txt,410,
instances\map1\map1_10_646.txt,330,
instances\map1\map1_10_647.txt,360,
instances\map1\map1_10_648.txt,290,
instances\map1\map1_10_649.txt,660,
instances\map1\map1_10_65.txt,270,
instances\map1\map1_10_650.txt,300,
instances\map1\map1_10_651.txt,270,
instances\map1\map1_10_652.txt,320,
instances\map1\map1_10_653.txt,280,
instances\map1\map1_10_654.txt,280,
instances\map1\map1_10_655.txt,260,
instances\map1\map1_10_656.txt,430,
instances\map1\map1_10_657.txt,570,
instances\map1\map1_10_658.txt,780,
instances\map1\map1_10_659.txt,99999,
instances\map1\map1_10_66.txt,350,
instances\map1\map1_10_660.txt,280,
instances\map1\map1_10_661.txt,350,
instances\map1\map1_10_662.txt,1980,
instances\map1\map1_10_663.txt,270,
instances\map1\map1_10_664.txt,430,
instances\map1\map1_10_665.txt,280,
instances\map1\map1_10_666.txt,260,
instances\map1\map1_10_667.txt,420,
instances\map1\map1_10_668.txt,450,
instances\map1\map1_10_669.txt,350,
instances\map1\map1_10_67.txt,280,
instances\map1\map1_10_670.txt,1250,
instances\map1\map1_10_671.txt,690,
instances\map1\map1_10_672.txt,700,
instances\map1\map1_10_673.txt,320,
instances\map1\map1_10_674.txt,260,
instances\map1\map1_10_675.txt,300,
instances\map1\map1_10_676.txt,370,
instances\map1\map1_10_677.txt,300,
instances\map1\map1_10_678.txt,280,
instances\map1\map1_10_679.txt,290,
instances\map1\map1_10_68.txt,330,
instances\map1\map1_10_680.txt,490,
instances\map1\map1_10_681.txt,340,
instances\map1\map1_10_682.txt,510,
instances\map1\map1_10_683.txt,290,
instances\map1\map1_10_684.txt,300,
instances\map1\map1_10_685.txt,470,
instances\map1\map1_10_686.txt,290,
instances\map1\map1_10_687.txt,99999,
instances\map1\map1_10_688.txt,480,
instances\map1\map1_10_689.txt,310,
instances\map1\map1_10_69.txt,340,
instances\map1\map1_10_690.txt,270,
instances\map1\map1_10_691.txt,350,
instances\map1\map1_10_692.txt,320,
instances\map1\map1_10_693.txt,320,
instances\map1\map1_10_694.txt,480,
instances\map1\map1_10_695.txt,350,
instances\map1\map1_10_696.txt,280,
instances\map1\map1_10_697.txt,420,
instances\map1\map1_10_698.txt,340,
instances\map1\map1_10_699.txt,460,
instances\map1\map1_10_7.txt,280,
instances\map1\map1_10_70.txt,270,
instances\map1\map1_10_700.txt,330,
instances\map1\map1_10_701.txt,400,
instances\map1\map1_10_702.txt,320,
instances\map1\map1_10_703.txt,99999,
instances\map1\map1_10_704.txt,340,
instances\map1\map1_10_705.txt,300,
instances\map1\map1_10_706.txt,270,
instances\map1\map1_10_707.txt,700,
instances\map1\map1_10_708.txt,300,
instances\map1\map1_10_709.txt,360,
instances\map1\map1_10_71.txt,300,
instances\map1\map1_10_710.txt,320,
instances\map1\map1_10_711.txt,310,
instances\map1\map1_10_712.txt,310,
instances\map1\map1_10_713.txt,440,
instances\map1\map1_10_714.txt,340,
instances\map1\map1_10_715.txt,280,
instances\map1\map1_10_716.txt,350,
instances\map1\map1_10_717.txt,330,
instances\map1\map1_10_718.txt,330,
instances\map1\map1_10_719.txt,290,
instances\map1\map1_10_72.txt,450,
instances\map1\map1_10_720.txt,280,
instances\map1\map1_10_721.txt,270,
instances\map1\map1_10_722.txt,280,
instances\map1\map1_10_723.txt,260,
instances\map1\map1_10_724.txt,300,
instances\map1\map1_10_725.txt,270,
instances\map1\map1_10_726.txt,280,
instances\map1\map1_10_727.txt,260,
instances\map1\map1_10_728.txt,250,
instances\map1\map1_10_729.txt,250,
instances\map1\map1_10_73.txt,420,
instances\map1\map1_10_730.txt,370,
instances\map1\map1_10_731.txt,280,
instances\map1\map1_10_732.txt,270,
instances\map1\map1_10_733.txt,340,
instances\map1\map1_10_734.txt,270,
instances\map1\map1_10_735.txt,260,
instances\map1\map1_10_736.txt,260,
instances\map1\map1_10_737.txt,280,
instances\map1\map1_10_738.txt,340,
instances\map1\map1_10_739.txt,1330,
instances\map1\map1_10_74.txt,270,
instances\map1\map1_10_740.txt,340,
instances\map1\map1_10_741.txt,250,
instances\map1\map1_10_742.txt,290,
instances\map1\map1_10_743.txt,99999,
instances\map1\map1_10_744.txt,320,
instances\map1\map1_10_745.txt,290,
instances\map1\map1_10_746.txt,300,
instances\map1\map1_10_747.txt,370,
instances\map1\map1_10_748.txt,300,
instances\map1\map1_10_749.txt,360,
instances\map1\map1_10_75.txt,300,
instances\map1\map1_10_750.txt,350,
instances\map1\map1_10_751.txt,990,
instances\map1\map1_10_752.txt,290,
instances\map1\map1_10_753.txt,270,
instances\map1\map1_10_754.txt,290,
instances\map1\map1_10_755.txt,290,
instances\map1\map1_10_756.txt,99999,
instances\map1\map1_10_757.txt,340,
instances\map1\map1_10_758.txt,310,
