map_id,trip durations,trip lengths,runtime[s],duration/len(a*)
instances\map1.txt,403,345,1.1976673,[1.0714285714285714, 1.2592592592592593, 1.36, 1.434782608695652, 1.391304347826087, 1.3478260869565217, 1.08, 1.0, 1.0, 1.037037037037037, 1.2, 1.4782608695652173, 1.619047619047619]
