map_id,trip durations,trip lengths,runtime
instances\experiment\map1_18_270.txt,999999,999999,999999
instances\experiment\map1_18_271.txt,999999,999999,999999
instances\experiment\map1_18_272.txt,999999,999999,999999
instances\experiment\map1_18_273.txt,999999,999999,999999
instances\experiment\map1_18_274.txt,999999,999999,999999
instances\experiment\map1_18_275.txt,999999,999999,999999
instances\experiment\map1_18_276.txt,999999,999999,999999
instances\experiment\map1_18_277.txt,999999,999999,999999
instances\experiment\map1_18_278.txt,999999,999999,999999
instances\experiment\map1_18_279.txt,999999,999999,999999
instances\experiment\map1_18_28.txt,999999,999999,999999
instances\experiment\map1_18_280.txt,999999,999999,999999
instances\experiment\map1_18_281.txt,999999,999999,999999
instances\experiment\map1_18_282.txt,999999,999999,999999
instances\experiment\map1_18_283.txt,999999,999999,999999
instances\experiment\map1_18_284.txt,999999,999999,999999
instances\experiment\map1_18_285.txt,999999,999999,999999
instances\experiment\map1_18_286.txt,999999,999999,999999
instances\experiment\map1_18_287.txt,684,500,0.0474935
instances\experiment\map1_18_288.txt,999999,999999,999999
instances\experiment\map1_18_289.txt,999999,999999,999999
instances\experiment\map1_18_29.txt,999999,999999,999999
instances\experiment\map1_18_290.txt,999999,999999,999999
instances\experiment\map1_18_291.txt,999999,999999,999999
instances\experiment\map1_18_292.txt,999999,999999,999999
instances\experiment\map1_18_293.txt,999999,999999,999999
instances\experiment\map1_18_294.txt,999999,999999,999999
instances\experiment\map1_18_295.txt,999999,999999,999999
instances\experiment\map1_18_296.txt,999999,999999,999999
instances\experiment\map1_18_297.txt,999999,999999,999999
instances\experiment\map1_18_298.txt,999999,999999,999999
instances\experiment\map1_18_299.txt,999999,999999,999999
instances\experiment\map1_18_3.txt,999999,999999,999999
instances\experiment\map1_18_30.txt,999999,999999,999999
instances\experiment\map1_18_300.txt,999999,999999,999999
instances\experiment\map1_18_301.txt,999999,999999,999999
instances\experiment\map1_18_302.txt,999999,999999,999999
instances\experiment\map1_18_303.txt,702,486,0.0307517
instances\experiment\map1_18_304.txt,999999,999999,999999
instances\experiment\map1_18_305.txt,999999,999999,999999
instances\experiment\map1_18_306.txt,999999,999999,999999
instances\experiment\map1_18_307.txt,999999,999999,999999
instances\experiment\map1_18_308.txt,999999,999999,999999
instances\experiment\map1_18_309.txt,846,534,0.0322111
instances\experiment\map1_18_31.txt,999999,999999,999999
instances\experiment\map1_18_310.txt,999999,999999,999999
instances\experiment\map1_18_311.txt,999999,999999,999999
instances\experiment\map1_18_312.txt,999999,999999,999999
instances\experiment\map1_18_313.txt,999999,999999,999999
instances\experiment\map1_18_314.txt,999999,999999,999999
instances\experiment\map1_18_315.txt,999999,999999,999999
instances\experiment\map1_18_316.txt,999999,999999,999999
instances\experiment\map1_18_317.txt,999999,999999,999999
instances\experiment\map1_18_318.txt,999999,999999,999999
instances\experiment\map1_18_319.txt,999999,999999,999999
instances\experiment\map1_18_32.txt,999999,999999,999999
instances\experiment\map1_18_320.txt,999999,999999,999999
instances\experiment\map1_18_321.txt,999999,999999,999999
instances\experiment\map1_18_322.txt,999999,999999,999999
instances\experiment\map1_18_323.txt,999999,999999,999999
instances\experiment\map1_18_324.txt,999999,999999,999999
instances\experiment\map1_18_325.txt,999999,999999,999999
instances\experiment\map1_18_326.txt,999999,999999,999999
instances\experiment\map1_18_327.txt,999999,999999,999999
instances\experiment\map1_18_328.txt,999999,999999,999999
instances\experiment\map1_18_329.txt,999999,999999,999999
instances\experiment\map1_18_33.txt,999999,999999,999999
instances\experiment\map1_18_330.txt,999999,999999,999999
instances\experiment\map1_18_331.txt,999999,999999,999999
instances\experiment\map1_18_332.txt,522,430,0.023466
instances\experiment\map1_18_333.txt,1206,556,0.0444066
instances\experiment\map1_18_334.txt,792,494,0.0409971
instances\experiment\map1_18_335.txt,999999,999999,999999
instances\experiment\map1_18_336.txt,999999,999999,999999
instances\experiment\map1_18_337.txt,774,514,0.0489087
instances\experiment\map1_18_338.txt,999999,999999,999999
instances\experiment\map1_18_339.txt,999999,999999,999999
instances\experiment\map1_18_34.txt,999999,999999,999999
instances\experiment\map1_18_340.txt,999999,999999,999999
instances\experiment\map1_18_341.txt,999999,999999,999999
instances\experiment\map1_18_342.txt,999999,999999,999999
instances\experiment\map1_18_343.txt,999999,999999,999999
instances\experiment\map1_18_344.txt,999999,999999,999999
instances\experiment\map1_18_345.txt,999999,999999,999999
instances\experiment\map1_18_346.txt,999999,999999,999999
instances\experiment\map1_18_347.txt,999999,999999,999999
instances\experiment\map1_18_348.txt,999999,999999,999999
instances\experiment\map1_18_349.txt,999999,999999,999999
instances\experiment\map1_18_35.txt,999999,999999,999999
instances\experiment\map1_18_36.txt,756,516,0.0344276
instances\experiment\map1_18_37.txt,999999,999999,999999
instances\experiment\map1_18_38.txt,999999,999999,999999
instances\experiment\map1_18_39.txt,999999,999999,999999
instances\experiment\map1_18_4.txt,999999,999999,999999
instances\experiment\map1_18_40.txt,999999,999999,999999
instances\experiment\map1_18_41.txt,846,530,0.0416901
instances\experiment\map1_18_42.txt,999999,999999,999999
instances\experiment\map1_18_43.txt,900,532,0.0330415
instances\experiment\map1_18_44.txt,999999,999999,999999
instances\experiment\map1_18_45.txt,999999,999999,999999
instances\experiment\map1_18_46.txt,864,516,0.029082
instances\experiment\map1_18_47.txt,999999,999999,999999
instances\experiment\map1_18_48.txt,999999,999999,999999
instances\experiment\map1_18_49.txt,594,462,0.0268827
instances\experiment\map1_18_5.txt,999999,999999,999999
instances\experiment\map1_18_50.txt,999999,999999,999999
instances\experiment\map1_18_51.txt,999999,999999,999999
instances\experiment\map1_18_52.txt,999999,999999,999999
instances\experiment\map1_18_53.txt,999999,999999,999999
instances\experiment\map1_18_54.txt,999999,999999,999999
instances\experiment\map1_18_55.txt,999999,999999,999999
instances\experiment\map1_18_56.txt,648,452,0.03561
instances\experiment\map1_18_57.txt,999999,999999,999999
instances\experiment\map1_18_58.txt,999999,999999,999999
instances\experiment\map1_18_59.txt,999999,999999,999999
instances\experiment\map1_18_6.txt,999999,999999,999999
instances\experiment\map1_18_60.txt,999999,999999,999999
instances\experiment\map1_18_61.txt,999999,999999,999999
instances\experiment\map1_18_62.txt,999999,999999,999999
instances\experiment\map1_18_63.txt,999999,999999,999999
instances\experiment\map1_18_64.txt,999999,999999,999999
instances\experiment\map1_18_65.txt,999999,999999,999999
instances\experiment\map1_18_66.txt,999999,999999,999999
instances\experiment\map1_18_67.txt,999999,999999,999999
instances\experiment\map1_18_68.txt,999999,999999,999999
instances\experiment\map1_18_69.txt,999999,999999,999999
instances\experiment\map1_18_7.txt,999999,999999,999999
instances\experiment\map1_18_70.txt,936,526,0.0453106
instances\experiment\map1_18_71.txt,999999,999999,999999
instances\experiment\map1_18_72.txt,999999,999999,999999
instances\experiment\map1_18_73.txt,999999,999999,999999
instances\experiment\map1_18_74.txt,999999,999999,999999
instances\experiment\map1_18_75.txt,999999,999999,999999
instances\experiment\map1_18_76.txt,999999,999999,999999
instances\experiment\map1_18_77.txt,999999,999999,999999
instances\experiment\map1_18_78.txt,999999,999999,999999
instances\experiment\map1_18_79.txt,999999,999999,999999
instances\experiment\map1_18_8.txt,999999,999999,999999
instances\experiment\map1_18_80.txt,999999,999999,999999
instances\experiment\map1_18_81.txt,999999,999999,999999
instances\experiment\map1_18_82.txt,3150,814,0.0600568
instances\experiment\map1_18_83.txt,999999,999999,999999
instances\experiment\map1_18_84.txt,999999,999999,999999
instances\experiment\map1_18_85.txt,999999,999999,999999
instances\experiment\map1_18_86.txt,954,540,0.0677421
instances\experiment\map1_18_87.txt,999999,999999,999999
instances\experiment\map1_18_88.txt,999999,999999,999999
instances\experiment\map1_18_89.txt,756,504,0.0810911
instances\experiment\map1_18_9.txt,999999,999999,999999
instances\experiment\map1_18_90.txt,999999,999999,999999
instances\experiment\map1_18_91.txt,999999,999999,999999
instances\experiment\map1_18_92.txt,999999,999999,999999
instances\experiment\map1_18_93.txt,999999,999999,999999
instances\experiment\map1_18_94.txt,999999,999999,999999
instances\experiment\map1_18_95.txt,738,486,0.0271217
instances\experiment\map1_18_96.txt,999999,999999,999999
instances\experiment\map1_18_97.txt,792,500,0.0360667
instances\experiment\map1_18_98.txt,999999,999999,999999
instances\experiment\map1_18_99.txt,999999,999999,999999
instances\experiment\map1_6_0.txt,144,136,0.0064358
instances\experiment\map1_6_1.txt,162,140,0.0113193
instances\experiment\map1_6_10.txt,156,136,0.0064162
instances\experiment\map1_6_100.txt,162,143,0.0058262
instances\experiment\map1_6_101.txt,156,136,0.0069366
instances\experiment\map1_6_102.txt,168,141,0.0105539
instances\experiment\map1_6_103.txt,180,155,0.0300239
instances\experiment\map1_6_104.txt,192,159,0.0106942
instances\experiment\map1_6_105.txt,192,144,0.011918
instances\experiment\map1_6_106.txt,168,145,0.0143754
instances\experiment\map1_6_107.txt,474,270,0.0234466
instances\experiment\map1_6_108.txt,168,146,0.0165305
instances\experiment\map1_6_109.txt,168,152,0.0155257
instances\experiment\map1_6_11.txt,150,147,0.0156191
instances\experiment\map1_6_110.txt,180,153,0.014984
instances\experiment\map1_6_111.txt,180,145,0.01842
instances\experiment\map1_6_112.txt,162,139,0.0152925
instances\experiment\map1_6_113.txt,156,141,0.0158935
instances\experiment\map1_6_114.txt,144,136,0.0157269
instances\experiment\map1_6_115.txt,168,137,0.0162296
instances\experiment\map1_6_116.txt,156,144,0.0141641
instances\experiment\map1_6_117.txt,150,137,0.0170471
instances\experiment\map1_6_118.txt,156,144,0.0236892
instances\experiment\map1_6_119.txt,150,139,0.0114316
instances\experiment\map1_6_12.txt,144,129,0.0066672
instances\experiment\map1_6_120.txt,150,141,0.0040653
instances\experiment\map1_6_121.txt,168,141,0.0050005
instances\experiment\map1_6_122.txt,162,144,0.0052117
instances\experiment\map1_6_123.txt,204,151,0.0073576
instances\experiment\map1_6_124.txt,156,137,0.0069318
instances\experiment\map1_6_125.txt,162,143,0.0042642
instances\experiment\map1_6_126.txt,150,137,0.0043887
instances\experiment\map1_6_127.txt,174,155,0.005501
instances\experiment\map1_6_128.txt,168,141,0.005273
instances\experiment\map1_6_129.txt,168,151,0.0053479
instances\experiment\map1_6_13.txt,162,140,0.005181
instances\experiment\map1_6_130.txt,138,131,0.0055011
instances\experiment\map1_6_131.txt,162,141,0.0046308
instances\experiment\map1_6_132.txt,180,148,0.0062997
instances\experiment\map1_6_133.txt,180,146,0.0053423
instances\experiment\map1_6_134.txt,198,145,0.0045498
instances\experiment\map1_6_135.txt,156,137,0.0040968
instances\experiment\map1_6_136.txt,168,150,0.0051356
instances\experiment\map1_6_137.txt,156,137,0.0059819
instances\experiment\map1_6_138.txt,168,137,0.0048274
instances\experiment\map1_6_139.txt,168,141,0.0051895
instances\experiment\map1_6_14.txt,162,144,0.0052055
instances\experiment\map1_6_140.txt,180,141,0.0058515
instances\experiment\map1_6_141.txt,162,136,0.0044181
instances\experiment\map1_6_142.txt,162,138,0.0057381
instances\experiment\map1_6_143.txt,162,139,0.0060751
instances\experiment\map1_6_144.txt,162,133,0.0049069
instances\experiment\map1_6_145.txt,162,142,0.0053434
instances\experiment\map1_6_146.txt,132,128,0.0045616
instances\experiment\map1_6_147.txt,156,140,0.0046495
instances\experiment\map1_6_148.txt,186,151,0.0067412
instances\experiment\map1_6_149.txt,168,147,0.0069678
instances\experiment\map1_6_15.txt,144,130,0.0059006
instances\experiment\map1_6_150.txt,162,155,0.039403
instances\experiment\map1_6_151.txt,156,139,0.0049237
instances\experiment\map1_6_152.txt,162,154,0.0065703
instances\experiment\map1_6_153.txt,192,154,0.0065158
instances\experiment\map1_6_154.txt,156,139,0.00457
instances\experiment\map1_6_155.txt,174,146,0.0058834
instances\experiment\map1_6_156.txt,156,143,0.0054201
instances\experiment\map1_6_157.txt,150,136,0.005955
instances\experiment\map1_6_158.txt,168,147,0.0049842
instances\experiment\map1_6_159.txt,150,139,0.007569
instances\experiment\map1_6_16.txt,150,135,0.0057722
instances\experiment\map1_6_160.txt,180,137,0.0045597
instances\experiment\map1_6_161.txt,186,154,0.0049739
instances\experiment\map1_6_162.txt,162,138,0.0044262
instances\experiment\map1_6_163.txt,162,145,0.0051914
instances\experiment\map1_6_164.txt,150,136,0.0048025
instances\experiment\map1_6_165.txt,162,146,0.0047783
instances\experiment\map1_6_166.txt,156,144,0.0049414
instances\experiment\map1_6_167.txt,162,146,0.0044962
instances\experiment\map1_6_168.txt,150,137,0.0070275
instances\experiment\map1_6_169.txt,168,144,0.0055833
instances\experiment\map1_6_17.txt,162,141,0.0050468
instances\experiment\map1_6_170.txt,162,146,0.0097027
instances\experiment\map1_6_171.txt,168,147,0.0045755
instances\experiment\map1_6_172.txt,156,131,0.0051241
instances\experiment\map1_6_173.txt,162,145,0.0044498
instances\experiment\map1_6_174.txt,156,131,0.0064505
instances\experiment\map1_6_175.txt,258,155,0.0062198
instances\experiment\map1_6_176.txt,180,156,0.0061165
instances\experiment\map1_6_177.txt,168,145,0.005062
instances\experiment\map1_6_178.txt,168,144,0.0135763
instances\experiment\map1_6_179.txt,162,147,0.0066291
instances\experiment\map1_6_18.txt,156,135,0.0059376
instances\experiment\map1_6_180.txt,168,147,0.0059012
instances\experiment\map1_6_181.txt,162,149,0.0052943
instances\experiment\map1_6_182.txt,150,133,0.0057996
instances\experiment\map1_6_183.txt,168,131,0.0053571
instances\experiment\map1_6_184.txt,168,150,0.0049605
instances\experiment\map1_6_185.txt,156,140,0.0052331
instances\experiment\map1_6_186.txt,174,149,0.0061186
instances\experiment\map1_6_187.txt,150,139,0.0108969
instances\experiment\map1_6_188.txt,168,153,0.0064077
instances\experiment\map1_6_189.txt,192,149,0.0062835
instances\experiment\map1_6_19.txt,156,142,0.0053015
instances\experiment\map1_6_190.txt,150,136,0.004249
instances\experiment\map1_6_191.txt,204,148,0.0057837
instances\experiment\map1_6_192.txt,168,151,0.0057383
instances\experiment\map1_6_193.txt,168,144,0.0111447
instances\experiment\map1_6_194.txt,162,145,0.0044215
instances\experiment\map1_6_195.txt,156,139,0.0049772
instances\experiment\map1_6_196.txt,180,150,0.0076382
instances\experiment\map1_6_197.txt,162,152,0.005586
instances\experiment\map1_6_198.txt,156,137,0.0066579
instances\experiment\map1_6_199.txt,162,141,0.0047007
instances\experiment\map1_6_2.txt,156,138,0.0056327
instances\experiment\map1_6_20.txt,174,145,0.0059162
instances\experiment\map1_6_200.txt,144,132,0.0053231
instances\experiment\map1_6_201.txt,156,136,0.0043992
instances\experiment\map1_6_202.txt,264,182,0.0071812
instances\experiment\map1_6_203.txt,360,187,0.0065407
instances\experiment\map1_6_204.txt,156,133,0.0050811
instances\experiment\map1_6_205.txt,180,146,0.0056586
instances\experiment\map1_6_206.txt,156,140,0.0135303
instances\experiment\map1_6_207.txt,156,138,0.0114868
instances\experiment\map1_6_208.txt,198,149,0.0062987
instances\experiment\map1_6_209.txt,192,158,0.0070535
instances\experiment\map1_6_21.txt,144,132,0.0050636
instances\experiment\map1_6_210.txt,144,135,0.0054669
instances\experiment\map1_6_211.txt,156,138,0.0063018
instances\experiment\map1_6_212.txt,174,152,0.0103643
instances\experiment\map1_6_213.txt,150,139,0.0098464
instances\experiment\map1_6_214.txt,144,133,0.005824
instances\experiment\map1_6_215.txt,150,140,0.012553
instances\experiment\map1_6_216.txt,174,159,0.0063714
instances\experiment\map1_6_217.txt,144,137,0.0055743
instances\experiment\map1_6_218.txt,156,138,0.0111834
instances\experiment\map1_6_219.txt,162,141,0.0135074
instances\experiment\map1_6_22.txt,174,152,0.0094623
instances\experiment\map1_6_220.txt,150,139,0.0051769
instances\experiment\map1_6_221.txt,156,142,0.0066543
instances\experiment\map1_6_222.txt,180,145,0.0062341
instances\experiment\map1_6_223.txt,180,149,0.0069783
instances\experiment\map1_6_224.txt,198,140,0.0123762
instances\experiment\map1_6_225.txt,156,147,0.0067995
instances\experiment\map1_6_226.txt,180,151,0.0156493
instances\experiment\map1_6_227.txt,186,149,0.0151107
instances\experiment\map1_6_228.txt,174,139,0.0055063
instances\experiment\map1_6_229.txt,240,172,0.0127634
instances\experiment\map1_6_23.txt,186,158,0.0140453
instances\experiment\map1_6_230.txt,156,138,0.0154616
instances\experiment\map1_6_231.txt,180,149,0.0157736
instances\experiment\map1_6_232.txt,150,138,0.0131149
instances\experiment\map1_6_233.txt,156,141,0.0138449
instances\experiment\map1_6_234.txt,150,132,0.0137885
instances\experiment\map1_6_235.txt,156,141,0.0082828
instances\experiment\map1_6_236.txt,156,135,0.0067159
instances\experiment\map1_6_237.txt,180,145,0.0063899
instances\experiment\map1_6_238.txt,216,158,0.0064816
instances\experiment\map1_6_239.txt,162,138,0.0047825
instances\experiment\map1_6_24.txt,192,156,0.0049626
instances\experiment\map1_6_240.txt,156,132,0.0040776
instances\experiment\map1_6_241.txt,180,161,0.0052972
instances\experiment\map1_6_242.txt,180,150,0.0080997
instances\experiment\map1_6_243.txt,180,151,0.0093168
instances\experiment\map1_6_244.txt,162,149,0.0059311
instances\experiment\map1_6_245.txt,156,138,0.0071934
instances\experiment\map1_6_246.txt,150,133,0.0045304
instances\experiment\map1_6_247.txt,186,157,0.0067203
instances\experiment\map1_6_248.txt,162,142,0.0052977
instances\experiment\map1_6_249.txt,144,135,0.0060117
instances\experiment\map1_6_25.txt,156,142,0.0041939
instances\experiment\map1_6_250.txt,180,141,0.005393
instances\experiment\map1_6_251.txt,168,143,0.0046339
instances\experiment\map1_6_252.txt,162,138,0.0050828
instances\experiment\map1_6_253.txt,150,139,0.0050067
instances\experiment\map1_6_254.txt,162,148,0.004389
instances\experiment\map1_6_255.txt,156,143,0.0046604
instances\experiment\map1_6_256.txt,162,135,0.0052717
instances\experiment\map1_6_257.txt,186,151,0.0058942
instances\experiment\map1_6_258.txt,162,144,0.0044793
instances\experiment\map1_6_259.txt,138,128,0.005892
instances\experiment\map1_6_26.txt,180,146,0.0057809
instances\experiment\map1_6_260.txt,144,131,0.0056465
instances\experiment\map1_6_261.txt,168,146,0.0056168
instances\experiment\map1_6_262.txt,174,152,0.0047796
instances\experiment\map1_6_263.txt,180,143,0.0062446
instances\experiment\map1_6_264.txt,132,128,0.0055963
instances\experiment\map1_6_265.txt,168,147,0.0044197
instances\experiment\map1_6_266.txt,162,143,0.005982
instances\experiment\map1_6_267.txt,150,139,0.0043299
instances\experiment\map1_6_268.txt,144,133,0.0051226
instances\experiment\map1_6_269.txt,186,150,0.0047919
instances\experiment\map1_6_27.txt,168,149,0.0051422
instances\experiment\map1_6_270.txt,186,154,0.007407
instances\experiment\map1_6_271.txt,162,147,0.0055447
instances\experiment\map1_6_272.txt,162,144,0.0043504
instances\experiment\map1_6_273.txt,162,146,0.0047066
instances\experiment\map1_6_274.txt,174,141,0.0074809
instances\experiment\map1_6_275.txt,168,143,0.0042256
instances\experiment\map1_6_276.txt,168,152,0.0049043
instances\experiment\map1_6_277.txt,162,136,0.0059903
instances\experiment\map1_6_278.txt,162,142,0.0046876
instances\experiment\map1_6_279.txt,156,140,0.0048018
instances\experiment\map1_6_28.txt,186,145,0.0055847
instances\experiment\map1_6_280.txt,162,145,0.0043376
instances\experiment\map1_6_281.txt,168,146,0.0043853
instances\experiment\map1_6_282.txt,156,137,0.0063291
instances\experiment\map1_6_283.txt,168,149,0.0063492
instances\experiment\map1_6_284.txt,150,136,0.0040793
instances\experiment\map1_6_285.txt,162,148,0.0060967
instances\experiment\map1_6_286.txt,162,142,0.0057997
instances\experiment\map1_6_287.txt,168,146,0.0073545
instances\experiment\map1_6_288.txt,162,143,0.0064825
instances\experiment\map1_6_289.txt,174,143,0.0045187
instances\experiment\map1_6_29.txt,162,152,0.0055
instances\experiment\map1_6_290.txt,162,142,0.0049802
instances\experiment\map1_6_291.txt,192,156,0.0049531
instances\experiment\map1_6_292.txt,138,129,0.0039653
instances\experiment\map1_6_293.txt,180,153,0.0054672
instances\experiment\map1_6_294.txt,144,130,0.0045176
instances\experiment\map1_6_295.txt,150,137,0.0056125
instances\experiment\map1_6_296.txt,162,133,0.0042875
instances\experiment\map1_6_297.txt,156,136,0.0052829
instances\experiment\map1_6_298.txt,156,145,0.0061521
instances\experiment\map1_6_299.txt,132,128,0.0054796
instances\experiment\map1_6_3.txt,168,140,0.0047729
instances\experiment\map1_6_30.txt,144,131,0.0046601
instances\experiment\map1_6_300.txt,156,145,0.0048981
instances\experiment\map1_6_301.txt,162,135,0.0047184
instances\experiment\map1_6_302.txt,156,133,0.005996
instances\experiment\map1_6_303.txt,162,139,0.0043011
instances\experiment\map1_6_304.txt,168,148,0.0049283
instances\experiment\map1_6_305.txt,162,144,0.0058073
instances\experiment\map1_6_306.txt,228,156,0.0075303
instances\experiment\map1_6_307.txt,210,148,0.0072849
instances\experiment\map1_6_308.txt,168,153,0.0045308
instances\experiment\map1_6_309.txt,222,149,0.0056084
instances\experiment\map1_6_31.txt,162,144,0.0054193
instances\experiment\map1_6_310.txt,174,153,0.0110373
instances\experiment\map1_6_311.txt,156,137,0.010514
instances\experiment\map1_6_312.txt,162,149,0.0063864
instances\experiment\map1_6_313.txt,150,143,0.0048944
instances\experiment\map1_6_314.txt,168,145,0.0052846
instances\experiment\map1_6_315.txt,144,132,0.0055542
instances\experiment\map1_6_316.txt,162,144,0.0061543
instances\experiment\map1_6_317.txt,162,152,0.0043637
instances\experiment\map1_6_318.txt,156,137,0.0068277
instances\experiment\map1_6_319.txt,168,145,0.0052039
instances\experiment\map1_6_32.txt,162,142,0.0046743
instances\experiment\map1_6_320.txt,156,144,0.0056512
instances\experiment\map1_6_321.txt,156,141,0.004303
instances\experiment\map1_6_322.txt,150,138,0.0046164
instances\experiment\map1_6_323.txt,150,136,0.0051539
instances\experiment\map1_6_324.txt,174,141,0.0052612
instances\experiment\map1_6_325.txt,156,149,0.0053386
instances\experiment\map1_6_326.txt,198,155,0.0061398
instances\experiment\map1_6_327.txt,156,138,0.0053539
instances\experiment\map1_6_328.txt,156,134,0.0057521
instances\experiment\map1_6_329.txt,168,143,0.0052927
instances\experiment\map1_6_33.txt,156,144,0.0040347
instances\experiment\map1_6_330.txt,156,145,0.0084257
instances\experiment\map1_6_331.txt,240,162,0.0070945
instances\experiment\map1_6_332.txt,198,145,0.0047102
instances\experiment\map1_6_333.txt,144,137,0.0054312
instances\experiment\map1_6_334.txt,156,141,0.005257
instances\experiment\map1_6_335.txt,180,144,0.0054274
instances\experiment\map1_6_336.txt,162,147,0.0075763
instances\experiment\map1_6_337.txt,174,150,0.0080478
instances\experiment\map1_6_338.txt,168,140,0.0048024
instances\experiment\map1_6_339.txt,156,143,0.0057055
instances\experiment\map1_6_34.txt,180,149,0.0074535
instances\experiment\map1_6_340.txt,156,146,0.0043009
instances\experiment\map1_6_341.txt,174,144,0.0068493
instances\experiment\map1_6_342.txt,150,136,0.0066243
instances\experiment\map1_6_343.txt,150,141,0.005773
instances\experiment\map1_6_344.txt,168,138,0.0060988
instances\experiment\map1_6_345.txt,162,151,0.0047059
instances\experiment\map1_6_346.txt,144,135,0.0057859
instances\experiment\map1_6_347.txt,168,144,0.0046127
instances\experiment\map1_6_348.txt,222,144,0.0061973
instances\experiment\map1_6_349.txt,168,140,0.0047806
instances\experiment\map1_6_35.txt,330,182,0.006777
instances\experiment\map1_6_36.txt,144,137,0.0046508
instances\experiment\map1_6_37.txt,162,148,0.0060789
instances\experiment\map1_6_38.txt,162,148,0.0062331
instances\experiment\map1_6_39.txt,162,147,0.0041622
instances\experiment\map1_6_4.txt,150,136,0.0053425
instances\experiment\map1_6_40.txt,156,138,0.0050162
instances\experiment\map1_6_41.txt,168,147,0.0066758
instances\experiment\map1_6_42.txt,156,141,0.0057345
instances\experiment\map1_6_43.txt,234,151,0.0077044
instances\experiment\map1_6_44.txt,174,146,0.0050004
instances\experiment\map1_6_45.txt,174,145,0.0065179
instances\experiment\map1_6_46.txt,198,145,0.0135721
instances\experiment\map1_6_47.txt,162,143,0.0143632
instances\experiment\map1_6_48.txt,162,147,0.0055321
instances\experiment\map1_6_49.txt,174,148,0.0067916
instances\experiment\map1_6_5.txt,156,139,0.0125542
instances\experiment\map1_6_50.txt,150,129,0.0114171
instances\experiment\map1_6_51.txt,180,140,0.0125861
instances\experiment\map1_6_52.txt,156,141,0.0142205
instances\experiment\map1_6_53.txt,162,151,0.0131129
instances\experiment\map1_6_54.txt,156,134,0.0129748
instances\experiment\map1_6_55.txt,192,150,0.0146364
instances\experiment\map1_6_56.txt,150,138,0.0122108
instances\experiment\map1_6_57.txt,162,148,0.01358
instances\experiment\map1_6_58.txt,192,147,0.0136892
instances\experiment\map1_6_59.txt,180,149,0.0148015
instances\experiment\map1_6_6.txt,150,139,0.0144667
instances\experiment\map1_6_60.txt,180,144,0.0151193
instances\experiment\map1_6_61.txt,186,164,0.0108823
instances\experiment\map1_6_62.txt,156,147,0.0060245
instances\experiment\map1_6_63.txt,144,133,0.0064676
instances\experiment\map1_6_64.txt,162,147,0.0056059
instances\experiment\map1_6_65.txt,156,148,0.013885
instances\experiment\map1_6_66.txt,216,161,0.0140424
instances\experiment\map1_6_67.txt,174,156,0.0135151
instances\experiment\map1_6_68.txt,150,139,0.0122521
instances\experiment\map1_6_69.txt,150,145,0.0132214
instances\experiment\map1_6_7.txt,168,143,0.0161444
instances\experiment\map1_6_70.txt,156,149,0.0135266
instances\experiment\map1_6_71.txt,150,136,0.0149427
instances\experiment\map1_6_72.txt,192,155,0.0237637
instances\experiment\map1_6_73.txt,462,242,0.0218756
instances\experiment\map1_6_74.txt,150,140,0.004677
instances\experiment\map1_6_75.txt,156,138,0.0052244
instances\experiment\map1_6_76.txt,156,141,0.0141447
instances\experiment\map1_6_77.txt,150,134,0.013621
instances\experiment\map1_6_78.txt,174,150,0.0190494
instances\experiment\map1_6_79.txt,168,144,0.0146901
instances\experiment\map1_6_8.txt,216,161,0.0177999
instances\experiment\map1_6_80.txt,180,139,0.0151623
instances\experiment\map1_6_81.txt,168,144,0.0183329
instances\experiment\map1_6_82.txt,156,136,0.0139827
instances\experiment\map1_6_83.txt,204,163,0.0159723
instances\experiment\map1_6_84.txt,204,151,0.0167794
instances\experiment\map1_6_85.txt,150,129,0.0120928
instances\experiment\map1_6_86.txt,222,154,0.0164809
instances\experiment\map1_6_87.txt,192,148,0.0151412
instances\experiment\map1_6_88.txt,138,131,0.0128577
instances\experiment\map1_6_89.txt,150,142,0.0281217
instances\experiment\map1_6_9.txt,144,138,0.0064318
instances\experiment\map1_6_90.txt,150,138,0.0051799
instances\experiment\map1_6_91.txt,186,152,0.0048814
instances\experiment\map1_6_92.txt,180,141,0.0062426
instances\experiment\map1_6_93.txt,162,144,0.0056146
instances\experiment\map1_6_94.txt,168,153,0.00513
instances\experiment\map1_6_95.txt,156,143,0.0059456
instances\experiment\map1_6_96.txt,168,145,0.0044781
instances\experiment\map1_6_97.txt,186,143,0.0047495
instances\experiment\map1_6_98.txt,174,133,0.0049835
instances\experiment\map1_6_99.txt,156,144,0.0049633
instances\experiment\map2_10_0.txt,330,274,0.0107635
instances\experiment\map2_10_1.txt,290,254,0.0100284
instances\experiment\map2_10_10.txt,360,276,0.0114571
instances\experiment\map2_10_100.txt,300,260,0.0260436
instances\experiment\map2_10_101.txt,310,262,0.0110332
instances\experiment\map2_10_102.txt,310,270,0.0256862
instances\experiment\map2_10_103.txt,470,300,0.0204629
instances\experiment\map2_10_104.txt,330,262,0.0093668
instances\experiment\map2_10_105.txt,310,261,0.0099742
instances\experiment\map2_10_106.txt,320,262,0.0120251
instances\experiment\map2_10_107.txt,999999,999999,999999
instances\experiment\map2_10_108.txt,320,270,0.0217881
instances\experiment\map2_10_109.txt,310,260,0.0105987
instances\experiment\map2_10_11.txt,999999,999999,999999
instances\experiment\map2_10_110.txt,290,252,0.0107467
