map_id,trip durations,trip lengths,runtime
instances\experiment\map2_14_343.txt,476,380,0.0186482
instances\experiment\map2_14_344.txt,999999,999999,999999
instances\experiment\map2_14_345.txt,490,381,0.018613
instances\experiment\map2_14_346.txt,490,375,0.0196197
instances\experiment\map2_14_347.txt,999999,999999,999999
instances\experiment\map2_14_348.txt,999999,999999,999999
instances\experiment\map2_14_349.txt,999999,999999,999999
instances\experiment\map2_14_35.txt,406,364,0.0159916
instances\experiment\map2_14_36.txt,999999,999999,999999
instances\experiment\map2_14_37.txt,434,364,0.0174469
instances\experiment\map2_14_38.txt,490,376,0.0195583
instances\experiment\map2_14_39.txt,999999,999999,999999
instances\experiment\map2_14_4.txt,462,370,0.0434818
instances\experiment\map2_14_40.txt,532,401,0.043002
instances\experiment\map2_14_41.txt,448,369,0.0377291
instances\experiment\map2_14_42.txt,490,373,0.0372793
instances\experiment\map2_14_43.txt,999999,999999,999999
instances\experiment\map2_14_44.txt,518,375,0.0202339
instances\experiment\map2_14_45.txt,448,364,0.0196621
instances\experiment\map2_14_46.txt,448,372,0.0171831
instances\experiment\map2_14_47.txt,999999,999999,999999
instances\experiment\map2_14_48.txt,602,401,0.0184548
instances\experiment\map2_14_49.txt,462,376,0.0186952
instances\experiment\map2_14_5.txt,532,378,0.0205507
instances\experiment\map2_14_50.txt,448,363,0.0165154
instances\experiment\map2_14_51.txt,999999,999999,999999
instances\experiment\map2_14_52.txt,448,366,0.0181409
instances\experiment\map2_14_53.txt,448,381,0.0182637
instances\experiment\map2_14_54.txt,999999,999999,999999
instances\experiment\map2_14_55.txt,999999,999999,999999
instances\experiment\map2_14_56.txt,560,401,0.0203043
instances\experiment\map2_14_57.txt,999999,999999,999999
instances\experiment\map2_14_58.txt,504,382,0.0183791
instances\experiment\map2_14_59.txt,999999,999999,999999
instances\experiment\map2_14_6.txt,546,406,0.0181682
instances\experiment\map2_14_60.txt,532,382,0.0194686
instances\experiment\map2_14_61.txt,999999,999999,999999
instances\experiment\map2_14_62.txt,504,398,0.021352
instances\experiment\map2_14_63.txt,999999,999999,999999
instances\experiment\map2_14_64.txt,462,376,0.0354635
instances\experiment\map2_14_65.txt,999999,999999,999999
instances\experiment\map2_14_66.txt,462,369,0.0196822
instances\experiment\map2_14_67.txt,999999,999999,999999
instances\experiment\map2_14_68.txt,658,430,0.0214738
instances\experiment\map2_14_69.txt,999999,999999,999999
instances\experiment\map2_14_7.txt,999999,999999,999999
instances\experiment\map2_14_70.txt,728,443,0.0631393
instances\experiment\map2_14_71.txt,448,376,0.0398903
instances\experiment\map2_14_72.txt,476,379,0.0206324
instances\experiment\map2_14_73.txt,420,374,0.049417
instances\experiment\map2_14_74.txt,658,404,0.0545792
instances\experiment\map2_14_75.txt,476,369,0.0238848
instances\experiment\map2_14_76.txt,728,388,0.0354932
instances\experiment\map2_14_77.txt,1106,522,0.0297452
instances\experiment\map2_14_78.txt,999999,999999,999999
instances\experiment\map2_14_79.txt,546,391,0.0205632
instances\experiment\map2_14_8.txt,490,375,0.0203417
instances\experiment\map2_14_80.txt,420,355,0.019649
instances\experiment\map2_14_81.txt,1078,459,0.0241078
instances\experiment\map2_14_82.txt,999999,999999,999999
instances\experiment\map2_14_83.txt,434,370,0.0186639
instances\experiment\map2_14_84.txt,462,362,0.0183279
instances\experiment\map2_14_85.txt,532,372,0.019339
instances\experiment\map2_14_86.txt,504,376,0.0185895
instances\experiment\map2_14_87.txt,999999,999999,999999
instances\experiment\map2_14_88.txt,518,367,0.0216594
instances\experiment\map2_14_89.txt,448,379,0.022631
instances\experiment\map2_14_9.txt,999999,999999,999999
instances\experiment\map2_14_90.txt,504,374,0.0193497
instances\experiment\map2_14_91.txt,999999,999999,999999
instances\experiment\map2_14_92.txt,476,386,0.0225465
instances\experiment\map2_14_93.txt,602,415,0.0192477
instances\experiment\map2_14_94.txt,952,480,0.0293395
instances\experiment\map2_14_95.txt,490,382,0.0190074
instances\experiment\map2_14_96.txt,1134,485,0.0249539
instances\experiment\map2_14_97.txt,644,422,0.0190333
instances\experiment\map2_14_98.txt,672,391,0.0221033
instances\experiment\map2_14_99.txt,518,379,0.0209933
instances\experiment\map2_18_0.txt,999999,999999,999999
instances\experiment\map2_18_1.txt,999999,999999,999999
instances\experiment\map2_18_10.txt,999999,999999,999999
instances\experiment\map2_18_100.txt,999999,999999,999999
instances\experiment\map2_18_101.txt,828,540,0.0317163
instances\experiment\map2_18_102.txt,999999,999999,999999
instances\experiment\map2_18_103.txt,999999,999999,999999
instances\experiment\map2_18_104.txt,999999,999999,999999
instances\experiment\map2_18_105.txt,999999,999999,999999
instances\experiment\map2_18_106.txt,999999,999999,999999
instances\experiment\map2_18_107.txt,999999,999999,999999
instances\experiment\map2_18_108.txt,999999,999999,999999
instances\experiment\map2_18_109.txt,999999,999999,999999
instances\experiment\map2_18_11.txt,999999,999999,999999
instances\experiment\map2_18_110.txt,1026,556,0.0324902
instances\experiment\map2_18_111.txt,999999,999999,999999
instances\experiment\map2_18_112.txt,999999,999999,999999
instances\experiment\map2_18_113.txt,999999,999999,999999
instances\experiment\map2_18_114.txt,999999,999999,999999
instances\experiment\map2_18_115.txt,999999,999999,999999
instances\experiment\map2_18_116.txt,576,478,0.0260833
instances\experiment\map2_18_117.txt,999999,999999,999999
instances\experiment\map2_18_118.txt,999999,999999,999999
instances\experiment\map2_18_119.txt,1368,660,0.0395917
instances\experiment\map2_18_12.txt,999999,999999,999999
instances\experiment\map2_18_120.txt,999999,999999,999999
instances\experiment\map2_18_121.txt,999999,999999,999999
instances\experiment\map2_18_122.txt,999999,999999,999999
instances\experiment\map2_18_123.txt,999999,999999,999999
instances\experiment\map2_18_124.txt,999999,999999,999999
instances\experiment\map2_18_125.txt,612,464,0.0295816
instances\experiment\map2_18_126.txt,999999,999999,999999
instances\experiment\map2_18_127.txt,999999,999999,999999
instances\experiment\map2_18_128.txt,999999,999999,999999
instances\experiment\map2_18_129.txt,999999,999999,999999
instances\experiment\map2_18_13.txt,999999,999999,999999
instances\experiment\map2_18_130.txt,999999,999999,999999
instances\experiment\map2_18_131.txt,999999,999999,999999
instances\experiment\map2_18_132.txt,999999,999999,999999
instances\experiment\map2_18_133.txt,999999,999999,999999
instances\experiment\map2_18_134.txt,999999,999999,999999
instances\experiment\map2_18_135.txt,999999,999999,999999
instances\experiment\map2_18_136.txt,999999,999999,999999
instances\experiment\map2_18_137.txt,999999,999999,999999
instances\experiment\map2_18_138.txt,666,504,0.0286301
instances\experiment\map2_18_139.txt,999999,999999,999999
instances\experiment\map2_18_14.txt,999999,999999,999999
instances\experiment\map2_18_140.txt,999999,999999,999999
instances\experiment\map2_18_141.txt,666,480,0.0298646
instances\experiment\map2_18_142.txt,999999,999999,999999
instances\experiment\map2_18_143.txt,999999,999999,999999
instances\experiment\map2_18_144.txt,630,492,0.0468881
instances\experiment\map2_18_145.txt,999999,999999,999999
instances\experiment\map2_18_146.txt,999999,999999,999999
instances\experiment\map2_18_147.txt,999999,999999,999999
instances\experiment\map2_18_148.txt,999999,999999,999999
instances\experiment\map2_18_149.txt,999999,999999,999999
instances\experiment\map2_18_15.txt,999999,999999,999999
instances\experiment\map2_18_150.txt,648,484,0.0288291
instances\experiment\map2_18_151.txt,999999,999999,999999
instances\experiment\map2_18_152.txt,900,492,0.0520292
instances\experiment\map2_18_153.txt,999999,999999,999999
instances\experiment\map2_18_154.txt,999999,999999,999999
instances\experiment\map2_18_155.txt,999999,999999,999999
instances\experiment\map2_18_156.txt,999999,999999,999999
instances\experiment\map2_18_157.txt,999999,999999,999999
instances\experiment\map2_18_158.txt,999999,999999,999999
instances\experiment\map2_18_159.txt,999999,999999,999999
instances\experiment\map2_18_16.txt,999999,999999,999999
instances\experiment\map2_18_160.txt,720,566,0.0311751
instances\experiment\map2_18_161.txt,999999,999999,999999
instances\experiment\map2_18_162.txt,999999,999999,999999
instances\experiment\map2_18_163.txt,999999,999999,999999
instances\experiment\map2_18_164.txt,999999,999999,999999
instances\experiment\map2_18_165.txt,999999,999999,999999
instances\experiment\map2_18_166.txt,999999,999999,999999
instances\experiment\map2_18_167.txt,999999,999999,999999
instances\experiment\map2_18_168.txt,999999,999999,999999
instances\experiment\map2_18_169.txt,846,570,0.0290896
instances\experiment\map2_18_17.txt,999999,999999,999999
instances\experiment\map2_18_170.txt,999999,999999,999999
instances\experiment\map2_18_171.txt,999999,999999,999999
instances\experiment\map2_18_172.txt,999999,999999,999999
instances\experiment\map2_18_173.txt,999999,999999,999999
instances\experiment\map2_18_174.txt,810,542,0.0316391
instances\experiment\map2_18_175.txt,999999,999999,999999
instances\experiment\map2_18_176.txt,999999,999999,999999
instances\experiment\map2_18_177.txt,999999,999999,999999
instances\experiment\map2_18_178.txt,999999,999999,999999
instances\experiment\map2_18_179.txt,999999,999999,999999
instances\experiment\map2_18_18.txt,999999,999999,999999
instances\experiment\map2_18_180.txt,999999,999999,999999
instances\experiment\map2_18_181.txt,999999,999999,999999
instances\experiment\map2_18_182.txt,999999,999999,999999
instances\experiment\map2_18_183.txt,999999,999999,999999
instances\experiment\map2_18_184.txt,999999,999999,999999
instances\experiment\map2_18_185.txt,999999,999999,999999
instances\experiment\map2_18_186.txt,999999,999999,999999
instances\experiment\map2_18_187.txt,900,532,0.0328651
instances\experiment\map2_18_188.txt,999999,999999,999999
instances\experiment\map2_18_189.txt,999999,999999,999999
instances\experiment\map2_18_19.txt,810,500,0.0329178
instances\experiment\map2_18_190.txt,999999,999999,999999
instances\experiment\map2_18_191.txt,792,548,0.042695
instances\experiment\map2_18_192.txt,702,504,0.0277583
instances\experiment\map2_18_193.txt,999999,999999,999999
instances\experiment\map2_18_194.txt,999999,999999,999999
instances\experiment\map2_18_195.txt,999999,999999,999999
instances\experiment\map2_18_196.txt,999999,999999,999999
instances\experiment\map2_18_197.txt,999999,999999,999999
instances\experiment\map2_18_198.txt,999999,999999,999999
instances\experiment\map2_18_199.txt,999999,999999,999999
instances\experiment\map2_18_2.txt,999999,999999,999999
instances\experiment\map2_18_20.txt,999999,999999,999999
instances\experiment\map2_18_200.txt,999999,999999,999999
instances\experiment\map2_18_201.txt,684,478,0.0298965
instances\experiment\map2_18_202.txt,846,534,0.0323639
instances\experiment\map2_18_203.txt,999999,999999,999999
instances\experiment\map2_18_204.txt,999999,999999,999999
instances\experiment\map2_18_205.txt,999999,999999,999999
instances\experiment\map2_18_206.txt,630,494,0.0287421
instances\experiment\map2_18_207.txt,999999,999999,999999
instances\experiment\map2_18_208.txt,999999,999999,999999
instances\experiment\map2_18_209.txt,999999,999999,999999
instances\experiment\map2_18_21.txt,999999,999999,999999
instances\experiment\map2_18_210.txt,999999,999999,999999
instances\experiment\map2_18_211.txt,594,476,0.0247189
instances\experiment\map2_18_212.txt,999999,999999,999999
instances\experiment\map2_18_213.txt,1206,726,0.0441281
instances\experiment\map2_18_214.txt,999999,999999,999999
instances\experiment\map2_18_215.txt,999999,999999,999999
instances\experiment\map2_18_216.txt,576,474,0.0250801
instances\experiment\map2_18_217.txt,999999,999999,999999
instances\experiment\map2_18_218.txt,999999,999999,999999
instances\experiment\map2_18_219.txt,999999,999999,999999
instances\experiment\map2_18_22.txt,999999,999999,999999
instances\experiment\map2_18_220.txt,999999,999999,999999
instances\experiment\map2_18_221.txt,999999,999999,999999
instances\experiment\map2_18_222.txt,999999,999999,999999
instances\experiment\map2_18_223.txt,999999,999999,999999
instances\experiment\map2_18_224.txt,999999,999999,999999
instances\experiment\map2_18_225.txt,999999,999999,999999
instances\experiment\map2_18_226.txt,999999,999999,999999
instances\experiment\map2_18_227.txt,999999,999999,999999
instances\experiment\map2_18_228.txt,999999,999999,999999
instances\experiment\map2_18_229.txt,999999,999999,999999
instances\experiment\map2_18_23.txt,999999,999999,999999
instances\experiment\map2_18_230.txt,999999,999999,999999
instances\experiment\map2_18_231.txt,999999,999999,999999
instances\experiment\map2_18_232.txt,999999,999999,999999
instances\experiment\map2_18_233.txt,999999,999999,999999
instances\experiment\map2_18_234.txt,999999,999999,999999
instances\experiment\map2_18_235.txt,999999,999999,999999
instances\experiment\map2_18_236.txt,999999,999999,999999
instances\experiment\map2_18_237.txt,1260,622,0.0451977
instances\experiment\map2_18_238.txt,999999,999999,999999
instances\experiment\map2_18_239.txt,999999,999999,999999
instances\experiment\map2_18_24.txt,999999,999999,999999
instances\experiment\map2_18_240.txt,999999,999999,999999
instances\experiment\map2_18_241.txt,999999,999999,999999
instances\experiment\map2_18_242.txt,999999,999999,999999
instances\experiment\map2_18_243.txt,558,474,0.0455783
instances\experiment\map2_18_244.txt,999999,999999,999999
instances\experiment\map2_18_245.txt,999999,999999,999999
instances\experiment\map2_18_246.txt,954,538,0.0317559
instances\experiment\map2_18_247.txt,999999,999999,999999
instances\experiment\map2_18_248.txt,999999,999999,999999
instances\experiment\map2_18_249.txt,999999,999999,999999
instances\experiment\map2_18_25.txt,999999,999999,999999
instances\experiment\map2_18_250.txt,999999,999999,999999
instances\experiment\map2_18_251.txt,702,496,0.0317096
instances\experiment\map2_18_252.txt,999999,999999,999999
instances\experiment\map2_18_253.txt,720,544,0.0360619
instances\experiment\map2_18_254.txt,999999,999999,999999
instances\experiment\map2_18_255.txt,999999,999999,999999
instances\experiment\map2_18_256.txt,999999,999999,999999
instances\experiment\map2_18_257.txt,684,482,0.0276509
instances\experiment\map2_18_258.txt,999999,999999,999999
instances\experiment\map2_18_259.txt,999999,999999,999999
instances\experiment\map2_18_26.txt,882,588,0.0492663
instances\experiment\map2_18_260.txt,999999,999999,999999
instances\experiment\map2_18_261.txt,999999,999999,999999
instances\experiment\map2_18_262.txt,999999,999999,999999
instances\experiment\map2_18_263.txt,999999,999999,999999
instances\experiment\map2_18_264.txt,999999,999999,999999
instances\experiment\map2_18_265.txt,999999,999999,999999
instances\experiment\map2_18_266.txt,999999,999999,999999
instances\experiment\map2_18_267.txt,666,478,0.0268654
instances\experiment\map2_18_268.txt,999999,999999,999999
instances\experiment\map2_18_269.txt,999999,999999,999999
instances\experiment\map2_18_27.txt,999999,999999,999999
instances\experiment\map2_18_270.txt,684,516,0.0427346
instances\experiment\map2_18_271.txt,999999,999999,999999
instances\experiment\map2_18_272.txt,999999,999999,999999
instances\experiment\map2_18_273.txt,999999,999999,999999
instances\experiment\map2_18_274.txt,999999,999999,999999
instances\experiment\map2_18_275.txt,999999,999999,999999
instances\experiment\map2_18_276.txt,999999,999999,999999
instances\experiment\map2_18_277.txt,630,486,0.0320808
instances\experiment\map2_18_278.txt,999999,999999,999999
instances\experiment\map2_18_279.txt,864,538,0.0332715
instances\experiment\map2_18_28.txt,792,498,0.0299036
instances\experiment\map2_18_280.txt,999999,999999,999999
instances\experiment\map2_18_281.txt,999999,999999,999999
instances\experiment\map2_18_282.txt,999999,999999,999999
instances\experiment\map2_18_283.txt,999999,999999,999999
instances\experiment\map2_18_284.txt,999999,999999,999999
instances\experiment\map2_18_285.txt,999999,999999,999999
instances\experiment\map2_18_286.txt,999999,999999,999999
instances\experiment\map2_18_287.txt,999999,999999,999999
instances\experiment\map2_18_288.txt,999999,999999,999999
instances\experiment\map2_18_289.txt,999999,999999,999999
instances\experiment\map2_18_29.txt,999999,999999,999999
instances\experiment\map2_18_290.txt,999999,999999,999999
instances\experiment\map2_18_291.txt,999999,999999,999999
instances\experiment\map2_18_292.txt,999999,999999,999999
instances\experiment\map2_18_293.txt,999999,999999,999999
instances\experiment\map2_18_294.txt,999999,999999,999999
instances\experiment\map2_18_295.txt,999999,999999,999999
instances\experiment\map2_18_296.txt,999999,999999,999999
instances\experiment\map2_18_297.txt,999999,999999,999999
instances\experiment\map2_18_298.txt,999999,999999,999999
instances\experiment\map2_18_299.txt,738,506,0.0348299
instances\experiment\map2_18_3.txt,999999,999999,999999
instances\experiment\map2_18_30.txt,810,526,0.0353401
instances\experiment\map2_18_300.txt,999999,999999,999999
instances\experiment\map2_18_301.txt,999999,999999,999999
instances\experiment\map2_18_302.txt,999999,999999,999999
instances\experiment\map2_18_303.txt,999999,999999,999999
instances\experiment\map2_18_304.txt,999999,999999,999999
instances\experiment\map2_18_305.txt,999999,999999,999999
instances\experiment\map2_18_306.txt,999999,999999,999999
instances\experiment\map2_18_307.txt,594,482,0.0256924
instances\experiment\map2_18_308.txt,999999,999999,999999
instances\experiment\map2_18_309.txt,1134,568,0.0356814
instances\experiment\map2_18_31.txt,999999,999999,999999
instances\experiment\map2_18_310.txt,999999,999999,999999
instances\experiment\map2_18_311.txt,999999,999999,999999
instances\experiment\map2_18_312.txt,1404,614,0.0376734
instances\experiment\map2_18_313.txt,999999,999999,999999
instances\experiment\map2_18_314.txt,999999,999999,999999
instances\experiment\map2_18_315.txt,999999,999999,999999
instances\experiment\map2_18_316.txt,999999,999999,999999
instances\experiment\map2_18_317.txt,630,494,0.0346125
instances\experiment\map2_18_318.txt,999999,999999,999999
instances\experiment\map2_18_319.txt,999999,999999,999999
instances\experiment\map2_18_32.txt,999999,999999,999999
instances\experiment\map2_18_320.txt,999999,999999,999999
instances\experiment\map2_18_321.txt,999999,999999,999999
instances\experiment\map2_18_322.txt,999999,999999,999999
instances\experiment\map2_18_323.txt,999999,999999,999999
instances\experiment\map2_18_324.txt,999999,999999,999999
instances\experiment\map2_18_325.txt,999999,999999,999999
instances\experiment\map2_18_326.txt,999999,999999,999999
instances\experiment\map2_18_327.txt,999999,999999,999999
instances\experiment\map2_18_328.txt,1062,562,0.0314252
instances\experiment\map2_18_329.txt,999999,999999,999999
instances\experiment\map2_18_33.txt,999999,999999,999999
instances\experiment\map2_18_330.txt,999999,999999,999999
instances\experiment\map2_18_331.txt,999999,999999,999999
instances\experiment\map2_18_332.txt,999999,999999,999999
instances\experiment\map2_18_333.txt,648,510,0.0280554
instances\experiment\map2_18_334.txt,999999,999999,999999
instances\experiment\map2_18_335.txt,999999,999999,999999
instances\experiment\map2_18_336.txt,756,510,0.0274719
instances\experiment\map2_18_337.txt,999999,999999,999999
instances\experiment\map2_18_338.txt,999999,999999,999999
instances\experiment\map2_18_339.txt,999999,999999,999999
instances\experiment\map2_18_34.txt,999999,999999,999999
instances\experiment\map2_18_340.txt,999999,999999,999999
instances\experiment\map2_18_341.txt,999999,999999,999999
instances\experiment\map2_18_342.txt,999999,999999,999999
instances\experiment\map2_18_343.txt,999999,999999,999999
instances\experiment\map2_18_344.txt,900,574,0.0382328
instances\experiment\map2_18_345.txt,999999,999999,999999
instances\experiment\map2_18_346.txt,999999,999999,999999
instances\experiment\map2_18_347.txt,999999,999999,999999
instances\experiment\map2_18_348.txt,864,566,0.0346444
instances\experiment\map2_18_349.txt,999999,999999,999999
instances\experiment\map2_18_35.txt,738,502,0.0291047
instances\experiment\map2_18_36.txt,999999,999999,999999
instances\experiment\map2_18_37.txt,999999,999999,999999
instances\experiment\map2_18_38.txt,999999,999999,999999
instances\experiment\map2_18_39.txt,999999,999999,999999
instances\experiment\map2_18_4.txt,999999,999999,999999
instances\experiment\map2_18_40.txt,999999,999999,999999
instances\experiment\map2_18_41.txt,666,490,0.0315176
instances\experiment\map2_18_42.txt,810,512,0.0314327
instances\experiment\map2_18_43.txt,999999,999999,999999
instances\experiment\map2_18_44.txt,999999,999999,999999
instances\experiment\map2_18_45.txt,738,512,0.0299906
instances\experiment\map2_18_46.txt,999999,999999,999999
instances\experiment\map2_18_47.txt,999999,999999,999999
instances\experiment\map2_18_48.txt,999999,999999,999999
instances\experiment\map2_18_49.txt,999999,999999,999999
instances\experiment\map2_18_5.txt,999999,999999,999999
instances\experiment\map2_18_50.txt,774,510,0.0343127
instances\experiment\map2_18_51.txt,999999,999999,999999
instances\experiment\map2_18_52.txt,999999,999999,999999
instances\experiment\map2_18_53.txt,999999,999999,999999
instances\experiment\map2_18_54.txt,999999,999999,999999
instances\experiment\map2_18_55.txt,999999,999999,999999
instances\experiment\map2_18_56.txt,999999,999999,999999
instances\experiment\map2_18_57.txt,999999,999999,999999
instances\experiment\map2_18_58.txt,999999,999999,999999
instances\experiment\map2_18_59.txt,999999,999999,999999
instances\experiment\map2_18_6.txt,999999,999999,999999
instances\experiment\map2_18_60.txt,999999,999999,999999
instances\experiment\map2_18_61.txt,999999,999999,999999
instances\experiment\map2_18_62.txt,999999,999999,999999
instances\experiment\map2_18_63.txt,999999,999999,999999
instances\experiment\map2_18_64.txt,999999,999999,999999
instances\experiment\map2_18_65.txt,999999,999999,999999
instances\experiment\map2_18_66.txt,999999,999999,999999
instances\experiment\map2_18_67.txt,828,526,0.0305548
instances\experiment\map2_18_68.txt,630,492,0.0273508
instances\experiment\map2_18_69.txt,999999,999999,999999
instances\experiment\map2_18_7.txt,999999,999999,999999
instances\experiment\map2_18_70.txt,999999,999999,999999
instances\experiment\map2_18_71.txt,999999,999999,999999
instances\experiment\map2_18_72.txt,846,526,0.0587517
instances\experiment\map2_18_73.txt,999999,999999,999999
instances\experiment\map2_18_74.txt,864,506,0.0280081
instances\experiment\map2_18_75.txt,999999,999999,999999
instances\experiment\map2_18_76.txt,999999,999999,999999
instances\experiment\map2_18_77.txt,999999,999999,999999
instances\experiment\map2_18_78.txt,999999,999999,999999
instances\experiment\map2_18_79.txt,999999,999999,999999
instances\experiment\map2_18_8.txt,999999,999999,999999
instances\experiment\map2_18_80.txt,720,498,0.0287449
instances\experiment\map2_18_81.txt,999999,999999,999999
instances\experiment\map2_18_82.txt,666,500,0.0412432
instances\experiment\map2_18_83.txt,999999,999999,999999
instances\experiment\map2_18_84.txt,999999,999999,999999
instances\experiment\map2_18_85.txt,999999,999999,999999
instances\experiment\map2_18_86.txt,972,638,0.0493443
instances\experiment\map2_18_87.txt,702,514,0.0307165
instances\experiment\map2_18_88.txt,999999,999999,999999
instances\experiment\map2_18_89.txt,999999,999999,999999
instances\experiment\map2_18_9.txt,999999,999999,999999
instances\experiment\map2_18_90.txt,999999,999999,999999
instances\experiment\map2_18_91.txt,999999,999999,999999
instances\experiment\map2_18_92.txt,666,496,0.0287295
instances\experiment\map2_18_93.txt,828,566,0.0332587
instances\experiment\map2_18_94.txt,999999,999999,999999
instances\experiment\map2_18_95.txt,666,508,0.0432142
instances\experiment\map2_18_96.txt,999999,999999,999999
instances\experiment\map2_18_97.txt,999999,999999,999999
instances\experiment\map2_18_98.txt,999999,999999,999999
instances\experiment\map2_18_99.txt,666,520,0.0295604
instances\experiment\map2_6_0.txt,216,159,0.0061369
instances\experiment\map2_6_1.txt,162,154,0.0043438
instances\experiment\map2_6_10.txt,156,152,0.0041272
instances\experiment\map2_6_100.txt,210,158,0.0061827
instances\experiment\map2_6_101.txt,162,152,0.0046805
instances\experiment\map2_6_102.txt,186,154,0.0057405
instances\experiment\map2_6_103.txt,174,150,0.0051777
instances\experiment\map2_6_104.txt,162,155,0.0052373
instances\experiment\map2_6_105.txt,162,151,0.004562
instances\experiment\map2_6_106.txt,174,152,0.0045427
instances\experiment\map2_6_107.txt,240,186,0.0052842
instances\experiment\map2_6_108.txt,168,152,0.0047054
instances\experiment\map2_6_109.txt,180,156,0.0051321
instances\experiment\map2_6_11.txt,168,151,0.0051201
instances\experiment\map2_6_110.txt,168,151,0.005373
instances\experiment\map2_6_111.txt,156,149,0.004525
instances\experiment\map2_6_112.txt,156,149,0.0042932
instances\experiment\map2_6_113.txt,168,155,0.0073157
instances\experiment\map2_6_114.txt,162,153,0.0066648
instances\experiment\map2_6_115.txt,174,152,0.0056993
instances\experiment\map2_6_116.txt,162,151,0.0059571
instances\experiment\map2_6_117.txt,168,154,0.0059228
instances\experiment\map2_6_118.txt,168,151,0.0054154
instances\experiment\map2_6_119.txt,186,156,0.0062347
instances\experiment\map2_6_12.txt,180,156,0.0055351
instances\experiment\map2_6_120.txt,174,157,0.0054047
instances\experiment\map2_6_121.txt,168,155,0.0061164
instances\experiment\map2_6_122.txt,168,154,0.0055237
instances\experiment\map2_6_123.txt,162,154,0.0044824
instances\experiment\map2_6_124.txt,186,161,0.0055828
instances\experiment\map2_6_125.txt,168,153,0.0078127
instances\experiment\map2_6_126.txt,162,153,0.0043201
instances\experiment\map2_6_127.txt,240,174,0.0055039
instances\experiment\map2_6_128.txt,162,149,0.0068821
instances\experiment\map2_6_129.txt,162,154,0.0045938
instances\experiment\map2_6_13.txt,246,182,0.0067629
instances\experiment\map2_6_130.txt,180,150,0.0071774
instances\experiment\map2_6_131.txt,168,154,0.0056438
instances\experiment\map2_6_132.txt,192,157,0.0061051
instances\experiment\map2_6_133.txt,156,147,0.005635
instances\experiment\map2_6_134.txt,186,160,0.0067367
instances\experiment\map2_6_135.txt,192,165,0.0057712
instances\experiment\map2_6_136.txt,162,151,0.0047229
instances\experiment\map2_6_137.txt,186,153,0.0065478
instances\experiment\map2_6_138.txt,156,148,0.0063902
instances\experiment\map2_6_139.txt,204,164,0.0052769
instances\experiment\map2_6_14.txt,162,152,0.0059379
instances\experiment\map2_6_140.txt,204,156,0.0061655
instances\experiment\map2_6_141.txt,168,158,0.0072854
instances\experiment\map2_6_142.txt,168,154,0.0052483
instances\experiment\map2_6_143.txt,174,157,0.0130229
instances\experiment\map2_6_144.txt,162,151,0.0071892
instances\experiment\map2_6_145.txt,486,246,0.0094916
instances\experiment\map2_6_146.txt,180,157,0.0049956
instances\experiment\map2_6_147.txt,162,154,0.0055528
instances\experiment\map2_6_148.txt,162,149,0.0047254
instances\experiment\map2_6_149.txt,180,160,0.0091649
instances\experiment\map2_6_15.txt,174,153,0.0081038
instances\experiment\map2_6_150.txt,216,170,0.0073991
instances\experiment\map2_6_151.txt,186,161,0.0087952
instances\experiment\map2_6_152.txt,204,159,0.0045432
instances\experiment\map2_6_153.txt,174,151,0.0050769
instances\experiment\map2_6_154.txt,204,162,0.0054655
instances\experiment\map2_6_155.txt,186,157,0.0046933
instances\experiment\map2_6_156.txt,162,152,0.0047007
instances\experiment\map2_6_157.txt,174,153,0.0055367
instances\experiment\map2_6_158.txt,162,151,0.0059124
instances\experiment\map2_6_159.txt,180,158,0.0052562
instances\experiment\map2_6_16.txt,162,148,0.0054613
instances\experiment\map2_6_160.txt,156,150,0.0044075
instances\experiment\map2_6_161.txt,168,150,0.005142
instances\experiment\map2_6_162.txt,180,152,0.0047618
instances\experiment\map2_6_163.txt,168,155,0.0044033
instances\experiment\map2_6_164.txt,162,148,0.0065627
instances\experiment\map2_6_165.txt,222,170,0.0061743
instances\experiment\map2_6_166.txt,174,155,0.0046318
instances\experiment\map2_6_167.txt,186,166,0.0077186
instances\experiment\map2_6_168.txt,162,152,0.0069704
instances\experiment\map2_6_169.txt,156,150,0.0047696
instances\experiment\map2_6_17.txt,162,152,0.0058797
instances\experiment\map2_6_170.txt,174,152,0.0079175
instances\experiment\map2_6_171.txt,186,156,0.0057437
instances\experiment\map2_6_172.txt,186,162,0.005554
instances\experiment\map2_6_173.txt,162,153,0.0046663
instances\experiment\map2_6_174.txt,186,155,0.0059156
instances\experiment\map2_6_175.txt,180,154,0.0065854
instances\experiment\map2_6_176.txt,156,149,0.0043583
instances\experiment\map2_6_177.txt,162,151,0.0055502
instances\experiment\map2_6_178.txt,168,151,0.004486
instances\experiment\map2_6_179.txt,174,154,0.0047379
instances\experiment\map2_6_18.txt,180,154,0.0061572
instances\experiment\map2_6_180.txt,174,157,0.0057455
instances\experiment\map2_6_181.txt,198,165,0.0053838
instances\experiment\map2_6_182.txt,168,150,0.0061699
instances\experiment\map2_6_183.txt,174,154,0.006097
instances\experiment\map2_6_184.txt,168,155,0.0046325
instances\experiment\map2_6_185.txt,162,148,0.0062032
instances\experiment\map2_6_186.txt,168,151,0.004703
instances\experiment\map2_6_187.txt,150,150,0.0039998
instances\experiment\map2_6_188.txt,162,150,0.0079073
instances\experiment\map2_6_189.txt,180,155,0.0064782
