map_id,trip durations,trip lengths,runtime[s],duration/len(a*)
instances\experiment2_prio\map1_10_1188.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1189.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1190.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1191.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1192.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1193.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1194.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1195.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1196.txt,248,245,0.083317,1.0416666666666667-1.0-1.0-1.0-1.0-1.0-1.1363636363636365-1.0-1.0416666666666667-1.2380952380952381
instances\experiment2_prio\map1_10_1197.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1198.txt,247,246,0.0261079,1.0-1.0-1.0-1.0-1.0-1.0-1.0476190476190477-1.0434782608695652-1.2727272727272727-1.0
instances\experiment2_prio\map1_10_1199.txt,228,228,0.0930625,1.0-1.0-1.0-1.0-1.0-1.0-1.0-1.105263157894737-1.0-1.0
instances\experiment2_prio\map1_10_1200.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1201.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1202.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1203.txt,234,229,0.040659,1.0-1.0-1.0-1.0-1.0-1.0-1.0-1.0869565217391304-1.0714285714285714-1.0454545454545454
instances\experiment2_prio\map1_10_1204.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1205.txt,251,248,0.0239835,1.0-1.0-1.0-1.0-1.0-1.0-1.0769230769230769-1.2173913043478262-1.0740740740740742-1.0
instances\experiment2_prio\map1_10_1206.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1207.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1208.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1209.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1210.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1211.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1212.txt,227,224,0.0527598,1.0-1.0-1.0-1.0-1.0-1.0-1.0-1.0-1.0434782608695652-1.1
instances\experiment2_prio\map1_10_1213.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1214.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1215.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1216.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1217.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1218.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1219.txt,261,255,0.0320693,1.0-1.0-1.0-1.0-1.0909090909090908-1.08-1.0416666666666667-1.0-1.2083333333333333-1.1666666666666667
instances\experiment2_prio\map1_10_1220.txt,238,235,0.119098,1.0-1.0-1.0-1.0454545454545454-1.0-1.0384615384615385-1.0-1.0-1.0454545454545454-1.0909090909090908
instances\experiment2_prio\map1_10_1221.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1222.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1223.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1224.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1225.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1226.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1227.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1228.txt,249,248,0.0610273,1.0-1.0-1.0-1.0-1.3636363636363635-1.0-1.0416666666666667-1.0-1.125-1.16
instances\experiment2_prio\map1_10_1229.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1230.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1231.txt,252,249,0.0772553,1.0-1.0-1.0-1.0384615384615385-1.037037037037037-1.0740740740740742-1.0-1.0952380952380953-1.0-1.0869565217391304
instances\experiment2_prio\map1_10_1232.txt,239,238,0.023403,1.0-1.037037037037037-1.0-1.0-1.0-1.0416666666666667-1.0-1.0-1.0-1.0
instances\experiment2_prio\map1_10_1233.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1234.txt,246,239,0.1701155,1.0-1.0-1.0454545454545454-1.08-1.0434782608695652-1.0434782608695652-1.0-1.0-1.0952380952380953-1.1904761904761905
instances\experiment2_prio\map1_10_1235.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1236.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1237.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1238.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1239.txt,231,231,0.0260576,1.0-1.0-1.0-1.0-1.08-1.0-1.0-1.0952380952380953-1.0-1.0869565217391304
instances\experiment2_prio\map1_10_1240.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1241.txt,238,236,0.120475,1.0-1.0-1.0-1.0-1.0-1.04-1.0-1.0454545454545454-1.0476190476190477-1.1428571428571428
instances\experiment2_prio\map1_10_1242.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1243.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1244.txt,248,246,0.0257846,1.0-1.0-1.0-1.0-1.0-1.0869565217391304-1.04-1.1666666666666667-1.0-1.037037037037037
instances\experiment2_prio\map1_10_1245.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1246.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1247.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1248.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1249.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1250.txt,228,226,0.0645626,1.0-1.0-1.0-1.0416666666666667-1.0909090909090908-1.0454545454545454-1.0-1.0-1.0476190476190477-1.0
instances\experiment2_prio\map1_10_1251.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1252.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1253.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1254.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1255.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1256.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1257.txt,239,238,0.0970906,1.0-1.0-1.0-1.0-1.0-1.0-1.0-1.0-1.0-1.0833333333333333
instances\experiment2_prio\map1_10_1258.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1259.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1260.txt,999999,999999,999999,999999
instances\experiment2_prio\map1_10_1261.txt,999999,999999,999999,999999
