map_id,trip durations,trip lengths,runtime[s],duration/len(a*)
instances\experiment2_cbs2\map1_10_1000.txt,999999,999999,999999,999999
instances\experiment2_cbs2\map1_10_1001.txt,999999,999999,999999,999999
instances\experiment2_cbs2\map1_10_1002.txt,999999,999999,999999,999999
instances\experiment2_cbs2\map1_10_1003.txt,235,235,0.1348639,1.0357142857142858-1.0-1.0-1.0-1.0-1.0-1.0-1.0-1.0-1.0
instances\experiment2_cbs2\map1_10_1004.txt,999999,999999,999999,999999
instances\experiment2_cbs2\map1_10_1005.txt,999999,999999,999999,999999
instances\experiment2_cbs2\map1_10_1006.txt,999999,999999,999999,999999
instances\experiment2_cbs2\map1_10_1007.txt,999999,999999,999999,999999
instances\experiment2_cbs2\map1_10_1008.txt,999999,999999,999999,999999
instances\experiment2_cbs2\map1_10_1009.txt,999999,999999,999999,999999
instances\experiment2_cbs2\map1_10_1010.txt,999999,999999,999999,999999
instances\experiment2_cbs2\map1_10_1011.txt,243,242,0.0864878,1.0434782608695652-1.0-1.0-1.0-1.0-1.0-1.0416666666666667-1.0-1.0-1.0
instances\experiment2_cbs2\map1_10_1012.txt,999999,999999,999999,999999
instances\experiment2_cbs2\map1_10_1013.txt,999999,999999,999999,999999
instances\experiment2_cbs2\map1_10_1014.txt,226,225,0.0328724,1.0-1.0-1.0-1.0476190476190477-1.0-1.0-1.0-1.0454545454545454-1.0-1.0
instances\experiment2_cbs2\map1_10_1015.txt,230,228,0.5489101,1.0-1.0-1.0-1.0-1.0-1.0454545454545454-1.0-1.04-1.0416666666666667-1.0
instances\experiment2_cbs2\map1_10_1016.txt,999999,999999,999999,999999
instances\experiment2_cbs2\map1_10_1017.txt,226,225,0.1782035,1.0476190476190477-1.0-1.0-1.0-1.0-1.0-1.0-1.0-1.0-1.0
instances\experiment2_cbs2\map1_10_1018.txt,231,231,0.1147458,1.0-1.0384615384615385-1.0-1.0-1.0-1.0-1.0-1.0-1.0-1.0
instances\experiment2_cbs2\map1_10_1019.txt,999999,999999,999999,999999
instances\experiment2_cbs2\map1_10_1020.txt,999999,999999,999999,999999
instances\experiment2_cbs2\map1_10_1021.txt,999999,999999,999999,999999
instances\experiment2_cbs2\map1_10_1022.txt,234,233,0.6781214,1.0-1.0-1.0-1.0-1.0-1.0416666666666667-1.0-1.0-1.0357142857142858-1.0
instances\experiment2_cbs2\map1_10_1023.txt,999999,999999,999999,999999
instances\experiment2_cbs2\map1_10_1024.txt,228,225,0.346567,1.0-1.0-1.0-1.0-1.0476190476190477-1.0-1.0454545454545454-1.0476190476190477-1.0-1.0
instances\experiment2_cbs2\map1_10_1025.txt,999999,999999,999999,999999
instances\experiment2_cbs2\map1_10_1026.txt,999999,999999,999999,999999
instances\experiment2_cbs2\map1_10_1027.txt,999999,999999,999999,999999
instances\experiment2_cbs2\map1_10_1028.txt,999999,999999,999999,999999
instances\experiment2_cbs2\map1_10_1029.txt,999999,999999,999999,999999
instances\experiment2_cbs2\map1_10_1030.txt,999999,999999,999999,999999
instances\experiment2_cbs2\map1_10_1031.txt,999999,999999,999999,999999
instances\experiment2_cbs2\map1_10_1032.txt,999999,999999,999999,999999
instances\experiment2_cbs2\map1_10_1033.txt,243,242,0.845817,1.0-1.0-1.0-1.0-1.0-1.0476190476190477-1.0357142857142858-1.0-1.0-1.0
instances\experiment2_cbs2\map1_10_1034.txt,999999,999999,999999,999999
instances\experiment2_cbs2\map1_10_1035.txt,999999,999999,999999,999999
instances\experiment2_cbs2\map1_10_1036.txt,999999,999999,999999,999999
